App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements
6107916,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6107986,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed
6108028,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed
6108030,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed
6107950,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6107975,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6107969,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed
6107983,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed
6107936,HDR,4/7/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6107985,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed
6107930,HDR,4/7/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6107977,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6107940,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108022,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed
6107946,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6107960,HDR,4/7/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6107931,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6107976,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed
6107939,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6107914,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6107965,HDR,4/7/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6107953,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6107918,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6107932,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed
6107949,HDR,4/7/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6107966,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6107942,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6107945,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6107970,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed
6108031,HDR,4/7/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108026,HDR,4/7/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6107922,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108019,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed
6107952,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6107982,HDR,4/7/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108025,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6107913,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6108033,HDR,4/7/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6107921,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6107919,HDR,4/7/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6107938,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108023,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed
6107980,PDR,4/7/2025,Incomplete,Not Applicable,Not Applicable,Not Applicable,Complete,Not Applicable,Not Applicable,Fingerprints needed
6107984,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed
6107933,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed
6107956,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6107961,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6107934,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6108032,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6107963,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed
6107943,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed
6107964,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6107928,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information
6107925,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed
6108024,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable
6107944,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable
6108015,HDR,4/7/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed
6108020,HDR,4/7/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6107973,HDR,4/7/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108061,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable
6108095,HDR,4/8/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108074,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed
6108052,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108069,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable
6108044,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable
6108046,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information
6108068,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable
6108092,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable
6108083,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108090,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108067,HDR,4/8/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108063,HDR,4/8/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108040,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108049,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108085,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108047,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6108062,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108060,HDR,4/8/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108089,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108034,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108073,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108045,HDR,4/8/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108041,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed
6108053,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable
6108039,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108071,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed
6108072,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable
6108091,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed
6108055,HDR,4/8/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108065,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108059,HDR,4/8/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108050,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed
6108036,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed
6108038,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable
6108051,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable
6108048,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed
6108054,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable
6108064,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed
6108093,HDR,4/8/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108084,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information
6108042,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed
6108035,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable
6108057,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108070,HDR,4/8/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108037,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed
6108086,HDR,4/8/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108087,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108058,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108147,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed
6108099,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108141,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed
6108137,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed
6108145,HDR,4/9/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108117,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108103,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108109,HDR,4/9/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108098,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108135,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108119,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108125,HDR,4/9/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108104,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108128,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108138,HDR,4/9/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108151,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108108,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Fingerprints needed
6108122,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108124,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108150,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed
6108116,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable
6108140,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed
6108136,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed
6108131,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed
6108144,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information
6108101,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108132,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108146,HDR,4/9/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108111,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed
6108114,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108126,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed
6108142,HDR,4/9/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108149,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable
6108120,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108143,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable
6108096,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108112,HDR,4/9/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108148,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108110,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed
6108118,HDR,4/9/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108097,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed
6108134,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed
6108152,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable
6108100,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108121,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable
6108106,HDR,4/9/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108127,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information
6108102,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108165,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed
6108235,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108215,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed
6108211,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108184,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed
6108189,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed
6108162,HDR,4/10/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108237,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108216,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108219,HDR,4/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108236,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed
6108234,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108228,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108191,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed
6108224,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable
6108217,HDR,4/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108187,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108182,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed
6108233,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108229,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed
6108226,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable
6108158,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108183,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed
6108160,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108163,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed
6108218,HDR,4/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108188,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108222,HDR,4/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108157,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108227,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable
6108225,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed
6108220,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed
6108214,HDR,4/10/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108155,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108221,HDR,4/10/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108166,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed
6108159,HDR,4/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108154,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108161,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108232,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable
6108231,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable
6108156,HDR,4/10/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108164,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108230,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108153,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108223,HDR,4/10/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108190,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108290,HDR,4/11/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108258,HDR,4/11/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108271,HDR,4/11/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108287,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed
6108257,HDR,4/11/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108265,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed
6108296,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Copy of DMV license needed
6108266,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108238,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108261,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed
6108269,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed
6108248,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed
6108260,HDR,4/11/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108247,HDR,4/11/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable
6108255,HDR,4/11/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108243,HDR,4/11/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108289,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed
6108300,HDR,4/11/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable
6108253,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed
6108301,HDR,4/11/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108284,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108298,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108239,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed
6108263,HDR,4/11/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information
6108252,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed
6108288,HDR,4/11/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable
6108245,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed
6108246,HDR,4/11/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed
