Date,Abap,Ada,C/C++,C#,Cobol,Dart,Delphi/Pascal,Go,Groovy,Haskell,Java,JavaScript,Julia,Kotlin,Lua,Matlab,Objective-C,Perl,PHP,Powershell,Python,R,Ruby,Rust,Scala,Swift,TypeScript,VBA,Visual Basic
January 2024,0.53,1.03,6.9,6.6,0.24,1.05,0.18,2.11,0.28,0.24,15.94,8.97,0.42,1.82,0.75,1.54,2.35,0.24,4.47,0.9,28.17,4.59,1.03,2.25,0.62,2.66,2.83,0.87,0.44
February 2024,0.53,1.05,6.87,6.69,0.23,1.04,0.15,2.13,0.3,0.24,15.96,8.81,0.43,1.85,0.74,1.57,2.39,0.25,4.43,0.91,28.19,4.62,1.03,2.33,0.6,2.66,2.79,0.86,0.38
March 2024,0.54,1.02,6.76,6.63,0.21,1.05,0.14,2.15,0.3,0.21,15.93,8.76,0.41,1.88,0.73,1.54,2.36,0.24,4.45,0.93,28.34,4.6,1.02,2.42,0.59,2.73,2.83,0.85,0.38
April 2024,0.56,1.01,6.56,6.71,0.17,1.03,0.13,2.14,0.27,0.16,15.85,8.74,0.37,1.88,0.73,1.52,2.37,0.19,4.44,0.91,28.61,4.58,1.05,2.58,0.6,2.7,2.86,0.88,0.37
May 2024,0.56,0.94,6.47,6.73,0.21,1.01,0.07,2.19,0.27,0.16,15.77,8.69,0.36,1.85,0.72,1.48,2.37,0.14,4.48,0.93,28.91,4.55,1.06,2.58,0.6,2.72,2.89,0.91,0.37
June 2024,0.59,0.96,6.4,6.71,0.22,0.97,0.05,2.16,0.26,0.11,15.73,8.63,0.34,1.9,0.71,1.45,2.44,0.14,4.52,0.93,29.08,4.61,1.05,2.55,0.6,2.71,2.85,0.93,0.38
July 2024,0.61,0.99,6.33,6.74,0.2,0.94,0.05,2.12,0.28,0.11,15.34,8.36,0.27,1.92,0.71,1.5,2.45,0.15,4.5,0.98,29.41,4.7,1.02,2.59,0.59,2.82,2.91,0.97,0.43
August 2024,0.62,0.96,6.36,6.67,0.2,0.93,0.06,2.12,0.27,0.07,15.45,8.4,0.27,1.91,0.72,1.45,2.44,0.13,4.42,0.98,29.59,4.65,0.98,2.62,0.59,2.75,2.95,1,0.43
September 2024,0.65,1,6.49,6.66,0.23,0.9,0.05,2.16,0.25,0.08,15.42,8.28,0.28,1.94,0.73,1.44,2.46,0.11,4.3,0.97,29.49,4.72,0.99,2.66,0.58,2.72,2.98,1.01,0.45
October 2024,0.64,1.03,6.75,6.59,0.24,0.94,0.03,2.19,0.25,0.08,15.46,8.18,0.27,1.94,0.74,1.46,2.54,0.13,4.19,0.98,29.46,4.71,0.98,2.58,0.55,2.71,2.94,0.99,0.46
November 2024,0.64,1.12,6.92,6.49,0.19,0.95,0.03,2.2,0.27,0.1,15.42,8.04,0.28,2,0.76,1.52,2.61,0.12,4.09,0.99,29.41,4.7,0.97,2.63,0.48,2.68,2.91,0.99,0.49
December 2024,0.64,1.13,7.06,6.42,0.15,0.93,0.05,2.2,0.26,0.12,15.43,7.99,0.26,1.95,0.76,1.56,2.62,0.12,3.97,1,29.71,4.67,0.94,2.66,0.49,2.59,2.87,0.98,0.46
