quadrat,project_year,year,month,species_code,count,notes
G3,1922,1922,10,MUSQ3,3,NA
G3,1923,1923,10,DIWI2,3,NA
G3,1923,1923,10,PAHI5,2,NA
G3,1923,1923,10,TILA2,2,NA
G3,1925,1925,11,ARAD,3,NA
G3,1925,1925,11,PAHI5,1,NA
G3,1926,1926,9,APRA,5,NA
G3,1926,1926,9,ARAD,3,NA
G3,1926,1926,9,CRCR3,2,NA
G3,1927,1927,9,TILA2,1,NA
G3,1933,1933,10,APRA,6,NA
G3,1933,1933,10,ARAD,1,NA
G3,1934,1934,10,ASNU4,16,NA
G3,1935,1935,5,APRA,3,NA
G3,1935,1935,5,ASNU4,5,NA
G3,1935,1935,5,DIWI2,1,NA
G3,1935,1935,10,ARAD,4,NA
G3,1935,1935,10,DIWI2,1,NA
G3,1935,1935,10,PAHI5,1,NA
G3,1936,1936,10,APRA,1,NA
G3,1936,1936,10,ARAD,7,NA
G3,1936,1936,10,ASNU4,14,NA
G3,1936,1936,10,DIWI2,1,NA
G3,1937,1937,10,ARAD,4,NA
G3,1937,1937,10,ASNU4,19,NA
G3,1937,1937,10,BAMU,1,NA
G3,1937,1937,10,DIWI2,5,NA
G3,1937,1937,10,HYFL,1,NA
G3,1937,1937,10,PAHI5,2,NA
G3,1937,1937,10,PORTU,1,NA
G3,1938,1938,9,ARAD,9,NA
G3,1938,1938,9,KAHI,4,NA
G3,1938,1938,9,TILA2,1,NA
G3,1939,1939,12,ASNU4,23,NA
G3,1940,1940,12,ASNU4,19,NA
G3,1941,1942,1,ASNU4,5,NA
G3,1943,1943,10,ASNU4,1,NA
G3,1943,1943,10,TILA2,1,NA
G3,1944,1944,9,TILA2,6,NA
G3,1945,1945,9,CHIN2,1,NA
G3,1945,1945,9,DIWI2,1,NA
G3,1946,1946,9,APRA,1,NA
G3,1946,1946,9,TILA2,1,NA
G3,1947,1947,9,APRA,1,NA
G3,1947,1947,9,TILA2,12,NA
G3,1949,1949,8,PAHI5,1,NA
G3,1949,1949,8,TILA2,7,NA
G3,1950,1950,8,BOSP,8,NA
G3,1950,1950,8,KAHI,3,NA
G3,1950,1950,8,TILA2,7,NA
G3,1950,1950,8,TRTE,1,NA
G3,1952,1952,9,KAHI,2,NA
G3,1952,1952,9,TILA2,2,NA
G3,1958,1958,9,PAHI5,3,NA
G3,1958,1958,9,SATR12,2,NA
G3,1959,1959,9,DIWI2,3,NA
G3,1968,1968,8,DIWI2,1,NA
G3,1968,1968,8,SATR12,1,NA
G3,2006,2006,11,BAMU,3,NA
G3,2006,2006,11,DIWI2,4,NA
G4,1915,1915,6,ERBE2,1,NA
G4,1916,1916,9,ARAD,1,NA
G4,1916,1916,9,LIAU4,2,NA
G4,1916,1916,9,TILA2,2,NA
G4,1917,1917,6,APRA,1,NA
G4,1917,1917,6,NAHI,4,NA
G4,1918,1918,9,KAHI,1,NA
G4,1918,1918,9,PORTU,3,NA
G4,1918,1918,9,TILA2,2,NA
G4,1919,1919,5,ASNU4,1,NA
G4,1919,1919,5,CRCR3,22,NA
G4,1919,1919,5,HYFL,2,NA
G4,1919,1919,5,NAHI,6,NA
G4,1920,1920,8,HYFL,3,NA
G4,1920,1920,11,HYFL,1,NA
G4,1921,1921,10,KAHI,1,NA
G4,1922,1922,10,MUSQ3,1,NA
G4,1922,1922,10,TILA2,3,NA
G4,1923,1923,10,APRA,10,NA
G4,1923,1923,10,BOSP,3,NA
G4,1923,1923,10,PAHI5,4,NA
G4,1924,1924,11,PAHI5,1,NA
G4,1925,1925,11,ARAD,5,NA
G4,1925,1925,11,ASNU4,1,NA
G4,1925,1925,11,DIWI2,1,NA
G4,1925,1925,11,PAHI5,8,NA
G4,1925,1925,11,PORTU,4,NA
G4,1926,1926,9,APRA,7,NA
G4,1926,1926,9,LIAU4,1,NA
G4,1926,1926,9,NAHI,2,NA
G4,1931,1931,9,PASP,1,NA
G4,1933,1933,10,APRA,1,NA
G4,1934,1934,10,ASNU4,39,NA
G4,1935,1935,5,APRA,2,NA
G4,1935,1935,5,ASNU4,3,NA
G4,1935,1935,5,LIAU4,5,NA
G4,1935,1935,5,NAHI,2,NA
G4,1935,1935,10,ASNU4,6,NA
G4,1935,1935,10,LIAU4,2,NA
G4,1935,1935,10,PAHI5,1,NA
G4,1936,1936,10,ASNU4,3,NA
G4,1936,1936,10,DIWI2,3,NA
G4,1937,1937,10,ASNU4,9,NA
G4,1937,1937,10,LIAU4,2,NA
G4,1937,1937,10,NAHI,4,NA
G4,1937,1937,10,PAHI5,4,NA
G4,1938,1938,9,PAHI5,7,NA
G4,1940,1940,12,ASNU4,2,NA
G4,1940,1940,12,BAMU,1,NA
G4,1941,1942,1,ASNU4,2,NA
G4,1941,1942,1,LIAU4,1,NA
G4,1943,1943,10,PAHI5,5,NA
G4,1947,1947,9,BOSP,1,NA
G4,1949,1949,8,BAMU,1,NA
G4,1949,1949,8,BOSP,5,NA
G4,1949,1949,8,HEPE,1,NA
G4,1949,1949,8,PAHI5,6,NA
G4,1950,1950,8,BAMU,4,NA
G4,1950,1950,8,BOSP,11,NA
G4,1950,1950,8,LIAU4,1,NA
G4,1950,1950,8,TILA2,7,NA
G4,1952,1952,9,TILA2,1,NA
G4,1958,1958,9,BAMU,2,NA
G4,1959,1959,9,CHIN2,6,NA
G4,1959,1959,9,DIWI2,1,NA
G4,1968,1968,8,COAM8,14,NA
G4,1968,1968,8,HEPE,1,NA
G4,1968,1968,8,SATR12,6,NA
G4,1969,1969,8,AMRE,10,NA
G4,1969,1969,8,BOSP,15,NA
G4,1969,1969,8,COAM8,91,NA
G4,1969,1969,8,PASP,1,NA
G4,1969,1969,8,PORTU,8,NA
G4,1969,1969,8,SATR12,9,NA
G4,1977,1977,8,BAMU,5,NA
G4,1995,1995,10,BOBA2,5,NA
G4,1995,1995,10,EUPHO,11,NA
G4,1995,1995,10,LIAU4,1,NA
G4,1995,1995,10,MOCE,2,NA
G4,1995,1995,10,MUSQ3,1,NA
G4,1995,1995,10,PEAN,4,NA
G4,1995,1995,10,POPI3,6,NA
G4,2001,2001,10,LIAU4,1,NA
G4,2006,2006,11,BAMU,1,NA
G4,2006,2006,11,BOBA2,5,NA
G4,2006,2006,11,CRYPT,50,1
G4,2006,2006,11,DIWI2,1,NA
G4,2006,2006,11,NAHI,5,NA
G4,2006,2006,11,POPI3,30,1
G4,2006,2006,11,TILA2,3,NA
G4,2011,2011,11,TILA2,15,NA
G4,2016,2016,9,PECTI,1,NA
G4,2016,2016,9,UNKAF1,6,NA
G4,2016,2016,9,UNKAF2,10,NA
G5,1915,1915,6,HYFL,2,NA
G5,1916,1916,9,ARAD,15,NA
G5,1916,1916,9,LIAU4,3,NA
G5,1916,1916,9,PORTU,1,NA
G5,1917,1917,6,DIWI2,2,NA
G5,1917,1917,6,NAHI,5,NA
G5,1918,1918,9,ARAD,3,NA
G5,1918,1918,9,HYFL,1,NA
G5,1918,1918,9,KAHI,2,NA
G5,1918,1918,9,PAHI5,2,NA
G5,1918,1918,9,PORTU,4,NA
G5,1918,1918,9,TILA2,1,NA
G5,1919,1919,5,ASNU4,1,NA
G5,1919,1919,5,CRCR3,52,NA
G5,1919,1919,5,HYFL,5,NA
G5,1919,1919,5,NAHI,9,NA
G5,1920,1920,8,HYFL,4,NA
G5,1920,1920,11,HYFL,5,NA
G5,1922,1922,10,ASNU4,4,NA
G5,1922,1922,10,DIWI2,4,NA
G5,1923,1923,10,BOSP,12,NA
G5,1923,1923,10,DIWI2,2,NA
G5,1923,1923,10,HYFL,1,NA
G5,1923,1923,10,KAHI,1,NA
G5,1923,1923,10,LIAU4,1,NA
G5,1923,1923,10,PAHI5,4,NA
G5,1923,1923,10,TILA2,2,NA
G5,1925,1925,11,BOSP,3,NA
G5,1925,1925,11,DIWI2,14,NA
G5,1927,1927,9,PORTU,4,NA
G5,1932,1932,10,HYFL,1,NA
G5,1933,1933,10,ARAD,10,NA
G5,1933,1933,10,BAMU,1,NA
G5,1933,1933,10,HYFL,2,NA
G5,1933,1933,10,PAHI5,1,NA
G5,1933,1933,10,PORTU,1,NA
G5,1934,1934,10,ASNU4,3,NA
G5,1935,1935,5,ASNU4,2,NA
G5,1935,1935,5,HYFL,2,NA
G5,1935,1935,10,ARAD,1,NA
G5,1935,1935,10,ASNU4,3,NA
G5,1935,1935,10,HYFL,9,NA
G5,1935,1935,10,PORTU,6,NA
G5,1936,1936,10,ARAD,6,NA
G5,1936,1936,10,BAMU,2,NA
G5,1936,1936,10,PAHI5,1,NA
G5,1937,1937,10,ARAD,20,NA
G5,1937,1937,10,ASNU4,1,NA
G5,1937,1937,10,BAMU,3,NA
G5,1937,1937,10,DIWI2,1,NA
G5,1937,1937,10,PAHI5,5,NA
G5,1937,1937,10,PORTU,1,NA
G5,1937,1937,10,TILA2,1,NA
G5,1938,1938,9,ARAD,7,NA
G5,1938,1938,9,BOSP,2,NA
G5,1938,1938,9,TILA2,3,NA
G5,1940,1940,12,ASNU4,1,NA
G5,1941,1942,1,NAHI,3,NA
G5,1942,1942,10,ARAD,1,NA
G5,1942,1942,10,DIWI2,1,NA
G5,1942,1942,10,PAHI5,1,NA
G5,1943,1943,10,BOSP,1,NA
G5,1943,1943,10,PAHI5,5,NA
G5,1944,1944,9,ARAD,3,NA
G5,1944,1944,9,BAMU,1,NA
G5,1946,1946,9,BAMU,3,NA
G5,1947,1947,9,BOSP,3,NA
G5,1949,1949,8,BOSP,2,NA
G5,1949,1949,8,PAHI5,3,NA
G5,1950,1950,8,BOSP,10,NA
G5,1952,1952,9,GUSP,1,NA
G5,1958,1958,9,BAMU,5,NA
G5,1958,1958,9,SATR12,8,NA
G5,1959,1959,9,AMRE,7,NA
G5,1968,1968,8,AMRE,48,NA
G5,1969,1969,8,AMRE,41,NA
G5,1995,1995,10,EUPHO,1,NA
G6,1933,1933,10,APRA,3,NA
G6,1934,1934,10,NAHI,21,NA
G6,1935,1935,5,ASNU4,1,NA
G6,1935,1935,10,ASNU4,61,NA
G6,1935,1935,10,DIWI2,5,NA
G6,1935,1935,10,NAHI,3,NA
G6,1935,1935,10,TILA2,1,NA
G6,1936,1936,10,ARAD,1,NA
G6,1936,1936,10,ASNU4,53,NA
G6,1937,1937,10,ASNU4,19,NA
G6,1937,1937,10,PAHI5,1,NA
G6,1937,1937,10,PORTU,1,NA
G6,1938,1938,9,KAHI,6,NA
G6,1939,1939,12,ASNU4,8,NA
G6,1940,1940,12,ASNU4,14,NA
G6,1941,1942,1,ASNU4,4,NA
G6,1942,1942,10,ASNU4,3,NA
G6,1943,1943,10,ASNU4,9,NA
G6,1943,1943,10,BOSP,4,NA
G6,1944,1944,9,TILA2,3,NA
G6,1947,1947,9,BOSP,3,NA
G6,1950,1950,8,KAHI,2,NA
G6,1952,1952,9,TILA2,5,NA
G6,1954,1954,11,DIWI2,2,NA
G6,1954,1954,11,PAHI5,3,NA
G6,1955,1955,9,SATR12,2,NA
G6,1955,1955,9,TILA2,1,NA
G6,1957,1957,8,SATR12,1,NA
G6,1958,1958,9,PAHI5,5,NA
G6,1958,1958,9,SATR12,2,NA
G6,1960,1960,8,GUSP,1,NA
G6,1968,1968,8,SATR12,17,NA
G6,1969,1969,8,BOSP,2,NA
G6,1969,1969,8,SATR12,27,NA
G6,1995,1995,10,DIWI2,10,NA
G6,1995,1995,10,EUPHO,7,NA
G6,1995,1995,10,PEPA2,1,NA
G6,1995,1995,10,VEEN,1,NA
G6,2001,2001,10,PEPA2,25,NA
G6,2006,2006,11,BOBA2,1,NA
G6,2006,2006,11,CHSE7,6,NA
G6,2006,2006,11,DIWI2,2,NA
G6,2006,2006,11,LIVE2,1,NA
G6,2006,2006,11,NAHI,2,NA
G6,2006,2006,11,PEPA2,6,NA
G6,2006,2006,11,TILA2,1,NA
G6,2016,2016,9,PECTI,2,NA
H1,1916,1916,9,ARAD,2,NA
H1,1916,1916,9,ASNU4,3,NA
H1,1916,1916,9,TILA2,2,NA
H1,1917,1917,9,TRTE,1,NA
H1,1923,1924,1,PASP,1,NA
H1,1927,1927,6,BAMU,1,NA
H1,1927,1927,6,CHENO,1,NA
H1,1927,1927,6,LIAU4,1,NA
H1,1928,1928,8,TILA2,1,NA
H1,1929,1929,10,LIAU4,4,NA
H1,1930,1930,9,BAMU,1,NA
H1,1930,1930,9,LIAU4,2,NA
H1,1931,1931,9,PAHI5,1,NA
H1,1932,1932,10,APRA,4,NA
H1,1932,1932,10,PAHI5,1,NA
H1,1933,1933,10,APRA,2,NA
H1,1934,1934,10,TILA2,1,NA
H1,1935,1935,5,BAMU,2,NA
H1,1935,1935,10,ASNU4,1,NA
H1,1935,1935,10,LIAU4,2,NA
H1,1935,1935,10,NAHI,5,NA
H1,1936,1936,10,LIAU4,3,NA
H1,1938,1938,9,TRTE,1,NA
H1,1940,1941,2,BAMU,3,NA
H1,1940,1941,2,DIWI2,1,NA
H1,1940,1941,2,LIAU4,2,NA
H1,1942,1943,4,CHIN2,5,NA
H1,1942,1943,4,LIAU4,1,NA
H1,1945,1945,9,APRA,6,NA
H1,1949,1949,8,GUSP,1,NA
H1,1956,1956,8,PHIN,3,NA
H1,1959,1959,8,APRA,2,NA
H1,1966,1966,10,SATR12,2,NA
H1,1968,1968,8,ARAD,23,NA
H1,1968,1968,8,BOSP,1,NA
H1,1968,1968,8,COAM8,3,NA
H1,1968,1968,8,SATR12,9,NA
H1,1969,1969,9,ARAD,9,NA
H1,1969,1969,9,BOSP,4,NA
H1,1969,1969,9,SATR12,5,NA
H1,1969,1969,9,TILA2,1,NA
H1,1970,1970,8,BAMU,1,NA
H1,1979,1980,1,NAHI,4,NA
H1,1979,1980,1,SATR12,1,NA
H1,1995,1995,10,ARAD,4,NA
H1,1995,1995,10,BOBA2,7,NA
H1,1995,1995,10,EUPHO,1,NA
H1,1995,1995,10,KAPA,1,NA
H1,1995,1995,10,PAHI5,1,NA
H1,1995,1995,10,POPI3,40,NA
H1,2001,2001,11,BOBA2,2,NA
H1,2001,2001,11,UNKAF,1,NA
H1,2006,2006,11,ASNU4,1,NA
H1,2006,2006,11,BOBA2,2,NA
H1,2006,2006,11,DIWI2,4,NA
H1,2006,2006,11,NAHI,50,1
H1,2006,2006,11,TILA2,6,NA
H1,2006,2006,11,UNKAF,1,NA
H1,2011,2011,10,BOBA2,16,NA
H1,2011,2011,10,BOSP,13,NA
H1,2011,2011,10,CHSE7,1,NA
H1,2011,2011,10,KAPA,2,NA
H1,2011,2011,10,POPI3,70,1
H1,2011,2011,10,TILA2,23,NA
H1,2016,2016,9,ARAD,1,NA
H1,2016,2016,9,BOBA2,8,NA
H1,2016,2016,9,BOSP,3,NA
H1,2016,2016,9,CHSE6,1,NA
H1,2016,2016,9,CHSE7,1,NA
H1,2016,2016,9,KAPA,1,NA
H1,2016,2016,9,TILA2,2,NA
H2,1916,1916,9,ARAD,5,NA
H2,1916,1916,9,TILA2,1,NA
H2,1916,1916,9,TRTE,4,NA
H2,1920,1920,10,ARAD,1,NA
H2,1929,1929,10,BAMU,1,NA
H2,1931,1931,9,CHIN2,1,NA
H2,1931,1931,9,TRTE,2,NA
H2,1932,1932,10,APRA,1,NA
H2,1932,1932,10,BAMU,1,NA
H2,1934,1934,10,PAHI5,3,NA
H2,1934,1934,10,TILA2,1,NA
H2,1935,1935,5,APRA,3,NA
H2,1935,1935,5,ASNU4,1,NA
H2,1935,1935,5,CHIN2,1,NA
H2,1935,1935,10,APRA,2,NA
H2,1935,1935,10,ASNU4,3,NA
H2,1935,1935,10,MOCE,2,NA
H2,1935,1935,10,NAHI,1,NA
H2,1935,1935,10,PAHI5,2,NA
H2,1936,1936,10,ARAD,5,NA
H2,1936,1936,10,CHIN2,32,NA
H2,1936,1936,10,MUSQ3,1,NA
H2,1937,1937,10,APRA,13,NA
H2,1937,1937,10,ASNU4,11,NA
H2,1937,1937,10,MOCE,9,NA
H2,1937,1937,10,NAHI,15,NA
H2,1937,1937,10,PAHI5,1,NA
H2,1937,1937,10,PORTU,2,NA
H2,1937,1937,10,TILA2,2,NA
H2,1938,1938,9,ARAD,4,NA
H2,1938,1938,9,CHIN2,1,NA
H2,1938,1938,9,PAHI5,1,NA
H2,1938,1938,9,PORTU,1,NA
H2,1938,1938,9,TILA2,2,NA
H2,1940,1941,2,BAMU,3,NA
H2,1944,1944,9,CHIN2,4,NA
H2,1945,1945,9,APRA,5,NA
H2,1945,1945,9,PAHI5,3,NA
H2,1945,1945,9,TILA2,1,NA
H2,1946,1946,11,APRA,2,NA
H2,1949,1949,8,BOSP,5,NA
H2,1949,1949,8,CHENO,1,NA
H2,1949,1949,8,CHIN2,1,NA
H2,1949,1949,8,GUSP,1,NA
H2,1949,1949,8,PORTU,1,NA
H2,1949,1949,8,TILA2,5,NA
H2,1950,1950,11,BOSP,13,NA
H2,1952,1952,9,CHIN2,10,NA
H2,1957,1957,8,TILA2,2,NA
H2,1958,1958,9,SATR12,2,NA
H2,1958,1958,9,TILA2,4,NA
H2,1959,1959,9,APRA,3,NA
H2,1959,1959,9,TILA2,5,NA
H2,1962,1962,8,APRA,5,NA
H2,1962,1962,8,BAMU,1,NA
H2,1965,1965,8,ARAD,1,NA
H2,1966,1966,10,SATR12,11,NA
H2,1967,1967,9,SATR12,4,NA
H2,1968,1968,8,BOSP,6,NA
H2,1968,1968,8,CHIN2,16,NA
H2,1968,1968,8,SATR12,29,NA
H2,1969,1969,9,ARAD,14,NA
H2,1969,1969,9,BOSP,6,NA
H2,1969,1969,9,SATR12,7,NA
H2,1969,1969,9,TILA2,5,NA
H2,1970,1970,8,CHIN2,6,NA
H2,1970,1970,8,SATR12,7,NA
H2,1979,1980,1,NAHI,1,NA
H2,1995,1995,10,ERAB2,1,1
H2,2001,2001,11,ERAB2,5,NA
H2,2006,2006,11,ASNU4,1,NA
H2,2006,2006,11,BOBA2,5,NA
H2,2006,2006,11,BOSP,1,NA
H2,2006,2006,11,CRYPT,7,NA
H2,2006,2006,11,DEPI,8,NA
H2,2006,2006,11,NAHI,50,1
H2,2006,2006,11,OEAL,26,NA
H2,2006,2006,11,POPI3,1,NA
H2,2006,2006,11,TILA2,5,NA
H2,2011,2011,10,AMAL,1,NA
H2,2011,2011,10,BOBA2,13,NA
H2,2011,2011,10,BOSP,8,NA
H2,2011,2011,10,CHSE7,1,NA
H2,2011,2011,10,KAPA,2,NA
H2,2011,2011,10,POOL,1,NA
H2,2011,2011,10,POPI3,53,NA
H2,2011,2011,10,TILA2,1,NA
H2,2016,2016,9,BOBA2,10,NA
H2,2016,2016,9,BOSP,2,NA
H2,2016,2016,9,CHSE7,2,NA
H2,2016,2016,9,TILA2,1,NA
H2,2016,2016,9,UNKAF,1,NA
H3,1915,1915,6,PORTU,2,NA
H3,1915,1915,9,PORTU,3,NA
H3,1916,1916,9,ARAD,45,NA
H3,1917,1917,6,APRA,3,NA
H3,1917,1917,6,NAHI,1,NA
H3,1917,1917,9,APRA,1,NA
H3,1917,1917,9,ARAD,11,NA
H3,1927,1927,6,ARAD,2,NA
H3,1931,1931,8,CHIN2,1,NA
H3,1935,1935,10,ARAD,5,NA
H3,1935,1935,10,ASNU4,3,NA
H3,1935,1935,10,MOCE,17,NA
H3,1935,1935,10,NAHI,9,NA
H3,1935,1935,10,PORTU,1,NA
H3,1936,1936,10,APRA,3,NA
H3,1936,1936,10,ARAD,15,NA
H3,1936,1936,10,BOSP,1,NA
H3,1936,1936,10,PAHI5,1,NA
H3,1936,1936,10,PORTU,28,NA
H3,1937,1937,10,ARAD,9,NA
H3,1937,1937,10,PORTU,6,NA
H3,1938,1938,9,ARAD,9,NA
H3,1938,1938,9,NAHI,1,NA
H3,1938,1938,9,PORTU,11,NA
H3,1940,1941,2,ASNU4,2,NA
H3,1944,1944,9,CHIN2,2,NA
H3,1949,1949,8,CHENO,6,NA
H3,1949,1949,8,TILA2,1,NA
H3,1952,1952,9,CHIN2,5,NA
H3,1956,1956,8,PHIN,7,NA
H3,1957,1957,8,TILA2,2,NA
H3,1958,1958,9,APRA,1,NA
H3,1958,1958,9,SATR12,4,NA
H3,1959,1959,8,APRA,4,NA
H3,1959,1959,8,SATR12,1,NA
H3,1960,1960,8,CHIN2,1,NA
H3,1960,1960,8,SATR12,1,NA
H3,1961,1961,9,APRA,4,NA
H3,1961,1961,9,PAHI5,1,NA
H3,1962,1962,8,CHIN2,1,NA
H3,1967,1967,9,SATR12,3,NA
H3,1969,1969,9,ARAD,7,NA
H3,1969,1969,9,BOSP,3,NA
H3,1969,1969,9,SATR12,5,NA
H3,1970,1970,8,CHIN2,5,NA
H3,1970,1970,8,HEPE,2,NA
H3,1970,1970,8,KAHI,1,NA
H3,1979,1980,1,LIAU4,4,NA
H3,1995,1995,10,ARAD,4,NA
H3,1995,1995,10,BOBA2,8,NA
H3,1995,1995,10,EUPHO,1,NA
H3,1995,1995,10,PEAN,5,NA
H3,1995,1995,10,POPI3,1,NA
H3,2001,2001,11,PEPA2,20,NA
H3,2001,2001,11,UNKAF1,20,NA
H3,2001,2001,11,UNKAF2,20,NA
H3,2006,2006,11,ASNU4,1,NA
H3,2006,2006,11,BOBA2,7,NA
H3,2006,2006,11,NAHI,50,1
H3,2006,2006,11,POPI3,4,NA
H3,2006,2006,11,TILA2,6,NA
H3,2006,2006,11,UNKAF,50,1
H3,2011,2011,10,BOBA2,10,NA
H3,2011,2011,10,CHSE7,3,NA
H3,2011,2011,10,PAHI5,2,NA
H3,2011,2011,10,PEPA2,5,NA
H3,2011,2011,10,POOL,3,NA
H3,2011,2011,10,TILA2,1,NA
H3,2016,2016,9,BOAR,2,NA
H3,2016,2016,9,BOBA2,1,NA
H3,2016,2016,9,CHSE7,2,NA
H3,2016,2016,9,PEAN,8,NA
H3,2016,2016,9,TILA2,4,NA
I1,1917,1917,10,BAMU,1,NA
I1,1918,1919,4,ASNU4,7,NA
I1,1919,1919,5,ASNU4,1,NA
I1,1922,1922,9,ARAD,1,NA
I1,1922,1922,9,ASNU4,22,NA
I1,1922,1922,9,BAMU,1,NA
I1,1922,1922,9,BOSP,3,NA
I1,1922,1922,9,DIWI2,1,NA
I1,1922,1922,9,PORTU,3,NA
I1,1922,1922,9,TILA2,2,NA
I1,1925,1925,10,BOSP,1,NA
I1,1925,1925,10,DIWI2,1,NA
I1,1925,1925,10,TRTE,1,NA
I1,1926,1926,9,ARAD,3,NA
I1,1926,1926,9,BOSP,1,NA
I1,1927,1927,8,KAHI,1,NA
I1,1927,1927,8,TILA2,2,NA
I1,1927,1927,8,TRTE,1,NA
I1,1935,1935,10,NAHI,3,NA
I1,1936,1936,10,ASNU4,5,NA
I1,1937,1937,10,ASNU4,13,NA
I1,1937,1937,10,LIAU4,1,NA
I1,1937,1937,10,NAHI,3,NA
I1,1937,1937,10,TRTE,2,NA
I1,1938,1938,9,TRTE,1,NA
I1,1939,1939,12,ASNU4,2,NA
I1,1940,1941,2,ASNU4,1,NA
I1,1940,1941,2,LIAU4,1,NA
I1,1943,1943,10,KAHI,1,NA
I1,1944,1944,9,KAHI,1,NA
I1,1949,1949,8,TILA2,2,NA
I1,1950,1950,8,KAHI,3,NA
I1,1952,1952,9,KAHI,6,NA
I1,1955,1955,9,KAHI,2,NA
I1,1955,1955,9,TILA2,1,NA
I1,1958,1958,9,SATR12,6,NA
I1,1961,1961,8,COAM8,10,NA
I1,1962,1962,8,LIAU4,1,NA
I1,1962,1962,8,SATR12,1,NA
I1,1967,1967,9,ARAD,2,NA
I1,1968,1968,8,CHIN2,1,NA
I1,1968,1968,8,SATR12,19,NA
I1,1969,1969,9,ARAD,2,NA
I1,1969,1969,9,SATR12,30,NA
I1,1970,1970,8,ARAD,3,NA
I1,1970,1970,8,SATR12,15,NA
I1,1972,1972,7,ARAD,1,NA
I1,1995,1995,10,BOSP,4,NA
I1,1995,1995,10,CHIN2,1,NA
I1,1995,1995,10,ERTR8,1,NA
I1,1995,1995,10,EUPHO,3,NA
I1,2001,2001,10,UNKAF1,3,NA
I1,2001,2001,10,UNKAF2,3,NA
I1,2006,2006,10,ALCH,1,NA
I1,2006,2006,10,BAMU,1,NA
I1,2006,2006,10,ERRO2,1,NA
I1,2006,2006,10,UNKAF,9,NA
I2,1916,1916,5,ASNU4,3,NA
I2,1916,1916,9,ASNU4,7,NA
I2,1916,1916,9,BOSP,1,NA
I2,1916,1916,9,PORTU,1,NA
I2,1917,1917,6,HYFL,8,NA
I2,1917,1917,6,LIAU4,3,NA
I2,1917,1917,10,BAMU,2,NA
I2,1917,1917,10,TILA2,1,NA
I2,1919,1919,5,ASNU4,1,NA
I2,1920,1920,5,BAMU,1,NA
I2,1920,1920,5,CRCR3,1,NA
I2,1920,1920,5,LIAU4,5,NA
I2,1920,1921,3,HYFL,1,NA
I2,1922,1922,10,ASNU4,7,NA
I2,1922,1922,10,BAMU,1,NA
I2,1922,1922,10,DIWI2,2,NA
I2,1922,1922,10,KAHI,1,NA
I2,1923,1923,10,BAMU,1,NA
I2,1923,1923,10,DIWI2,2,NA
I2,1924,1924,11,BAMU,1,NA
I2,1926,1926,9,BAMU,1,NA
I2,1929,1929,9,CRCR3,1,NA
I2,1933,1933,10,ARAD,5,NA
I2,1935,1935,6,ASNU4,1,NA
I2,1935,1935,6,BAMU,1,NA
I2,1935,1935,10,ASNU4,5,NA
I2,1935,1935,10,BAMU,1,NA
I2,1935,1935,10,LIAU4,1,NA
I2,1936,1936,10,ARAD,8,NA
I2,1936,1936,10,ASNU4,12,NA
I2,1936,1936,10,LIAU4,1,NA
I2,1937,1937,10,ARAD,4,NA
I2,1937,1937,10,ASNU4,28,NA
I2,1937,1937,10,LIAU4,10,NA
I2,1937,1937,10,TRTE,2,NA
I2,1938,1938,9,ARAD,4,NA
I2,1938,1938,9,BAMU,1,NA
I2,1938,1938,9,PAHI5,10,NA
I2,1938,1938,9,TILA2,8,NA
I2,1938,1938,9,TRTE,1,NA
I2,1939,1939,12,ASNU4,60,NA
I2,1939,1939,12,BAMU,22,NA
I2,1939,1939,12,CRCR3,1,NA
I2,1939,1939,12,LIAU4,3,NA
I2,1940,1941,2,ASNU4,15,NA
I2,1940,1941,2,BAMU,7,NA
I2,1941,1942,1,ASNU4,4,NA
I2,1942,1942,10,ARAD,1,NA
I2,1942,1942,10,LIAU4,1,NA
I2,1946,1946,11,ASNU4,6,NA
I2,1949,1949,8,BOSP,4,NA
I2,1949,1949,8,PAHI5,12,NA
I2,1949,1949,8,TILA2,4,NA
I2,1950,1950,8,KAHI,2,NA
I2,1952,1952,9,CHIN2,1,NA
I2,1958,1958,9,SATR12,14,NA
I2,1959,1959,8,CHIN2,3,NA
I2,1959,1959,8,LIAU4,1,NA
I2,1961,1961,8,COAM8,3,NA
I2,1961,1961,8,TILA2,1,NA
I2,1962,1962,8,SATR12,1,NA
I2,1965,1965,8,SATR12,1,NA
I2,1966,1966,9,COAM8,1,NA
I2,1967,1967,9,COAM8,3,NA
I2,1967,1967,9,PAHI5,12,NA
I2,1967,1967,9,SATR12,2,NA
I2,1968,1968,8,ARAD,15,NA
I2,1968,1968,8,COAM8,1,NA
I2,1968,1968,8,SATR12,66,NA
I2,1969,1969,9,ARAD,10,NA
I2,1969,1969,9,BAMU,1,NA
I2,1969,1969,9,SATR12,3,NA
I2,1970,1970,8,DIWI2,4,NA
I2,1972,1972,7,ARAD,2,NA
I2,1977,1977,7,BAMU,5,NA
I2,1979,1979,12,BAMU,3,NA
I2,1979,1979,12,DIWI2,1,NA
I2,1995,1995,10,EUPHO,2,NA
I2,1995,1995,10,PEPA2,2,NA
I2,1995,1995,10,UNKAG,150,NA
I2,2006,2006,10,ASNU4,2,NA
I2,2006,2006,10,BAMU,2,NA
I2,2006,2006,10,BOBA2,1,NA
I2,2006,2006,10,CHGL13,2,NA
