company1,company2,company3,company4,company5,company6,namemine,town,province,latitude,longitude,open1,close1,open2,close2,open3,close3,commodityall,commodity1,commodity2,commodity3,commodity4,commodity5,commodity6,commodity7,commodity8,information,source1,source2,source3,link1,link2,link3
Red Deer Valley Coal Co. Ltd. ,,,,,,Foothills,,Alberta,53.06878004,-116.7956893,1918,1961,,,,,Coal,Coal,,,,,,,,,0,0,1,https://issuu.com/experiencetravelguides/docs/experience_our_coal_history,,
Reliance Fluorspar Mining Syndicate Ltd. ,Canadian Industrial Minerals Limited,Wood Land Mineral Company,,,,Howard,Huntingdon Township,Ontario,44.48671,-77.48011,1920,1951,,,,,Fluorspar,Fluorspar,,,,,,,,,0,0,1,https://www.mindat.org/loc-233915.html,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/pub/data/imaging/IMR012//IMR012.pdf,
Westmin Resources Ltd.,American Smelting and Refining Company,Blermah Mines Ltd.,Ascot Resources Ltd ,,,Premier,Silbak Premier Mine,British Columbia,56.054722,-130.0075,1921,1967,1989,1996,2009,open,"Gold, Silver, Lead, Zinc, Copper",Gold,Silver,Lead,Zinc,Copper,,,,many more owners,0,0,1,http://www.stewartbc.com/page59.html,https://minfile.gov.bc.ca/summary.aspx?minfilno=104B%20%20054,
Battle Mountain Canada Ltd. and Teddy Bear Valley Mines Limited,,Kirkland Lake Gold Ltd.,,,,Holloway,Matheson,Ontario,48.523515,-79.74788,1922,1950,1996,2016,,,Gold,Gold,,,,,,,,,0,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI32D12SE00186.html,,
Timmins Nickel Inc.,,,,,,Dome Mountain,Smithers,British Columbia,54.740333,-126.620667,1923,open,,,,,"Gold, Silver, Zinc, Lead",Gold,Silver,Zinc,Lead,,,,,,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=093L%20%20276,https://bluelagoonresources.com/dome-mountain/,
"Yukon Consolidated Gold Corp. Ltd., The ",,,,,,,Dawson,Yukon,64.06435697,-139.4326899,1926,1966,,,,,Gold,Gold,,,,,,,,,0,0,1,https://albertaonrecord.ca/yukon-consolidated-gold-corporation-limited-fonds,https://emrlibrary.gov.yk.ca/ygs/ebooks/yukon-mineral-industry-1941-59.pdf,
Sylvanite Gold Mines Ltd. ,,,,,,,,Ontario,48.15626,-80.02613,1927,1961,,,,,Gold,Gold,,,,,,,,,0,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42A08NW00111.html,,
Natural Sodium Products Ltd. ,,,,,,,Dunkirk,Saskatchewan,50.03489906,-105.714431,1930,1950,,,,,Sodium Sulphate,Sodium Sulphate,,,,,,,,,0,0,1,https://emrlibrary.gov.yk.ca/ebooks/canadian-mineral-industry/1936.pdf,,
Miramichi Lumber Co. Ltd. ,,,,,,,Minto ,New Brunswick,46.08333333,-66.01666667,1932,2009,,,,,Coal,Coal,,,,,,,,labour // Miramichi lumber strike and the strike in the MINTO coalfields in October 1937 forced the province to re-evaluate its labour relations policy and consequently to introduce new labour legislation in 1938. (link1) //// https://archives.gnb.ca/LHTNB/Categories/Labour_Landmarks/Minto_1932/Story_en-CA.aspx,0,0,1,https://www.thecanadianencyclopedia.ca/en/article/miramichi-lumber-strike,https://www1.gnb.ca/0078/GeoscienceDatabase/IndustrialMinerals/qryIndMinSummary-e.asp?Num=568,https://mynewbrunswick.ca/village-of-minto/
"Canadian Salt Co. Ltd., The ",,,,,,,Neepawa ,Manitoba,50.23611111,-99.46388889,1932,1970,,,,,Salt,Salt,,,,,,,,,0,0,1,https://mrsearch.gov.mb.ca/dbtw-wpd/exec/dbtwpub.dll?AC=GET_RECORD&XC=/dbtw-wpd/exec/dbtwpub.dll&BU=https%3A%2F%2Fmrsearch.gov.mb.ca%2FItm-cat%2Fweb%2Fminsearch.html&GI=&TN=mineralinventorycard&SN=AUTO14253&SE=244&RN=5&MR=0&TR=0&TX=1000&ES=0&XP=&RF=Web%3A+Brief&EF=Basic+Record+Form&DF=Viewing+PrintingWeb&RL=1&EL=1&DL=1&NP=3&ID=&MF=&DT=&ST=0&IR=836&NR=0&NB=0&SV=0&SS=1&BG=&FG=&QS=minsearch,,
Victoria Gypsum Co. Ltd. ,,,,,,,,Nova Scotia,46.89361,-60.48389,1933,1955,,,,,Gypsum,Gypsum,,,,,,,, gypsum mine called National Gypsum Company quarries operated between 1933 and 1955. The closure match the info of the Index of Producing Mines (source3),0,0,1,https://www.mindat.org/loc-16847.html,,
Eldorado Mining and Refining Ltd. ,,,,,,Eldorado,,Northwest Territories,66.08384,-118.03657,1933,1960,1975,1982,,,"Uranium, Radium, Silver, Copper",Uranium,Radium,Silver,Copper,,,,,"(see source3, p.223)",0,0,1,https://www.miningnorth.com/_rsc/site-content/library/NWT_Mines_History_RSilke2009.pdf,,
Union Mintere Exploration & Mining Corp. Ltd.,,,,,,,Pickle Lake,Ontario,51.46378453,-90.18529027,1935,1960,,,,,"Copper, Nickel",Copper,Nickel,,,,,,,might reopen with indigenous participation,0,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/afri/data/imaging/20000005718/20008076.pdf,,
Burwash Mining Co. Ltd. ,,,,,,,,Yukon,62.4625,-114.3166667,1935,1952,,,,,Gold,Gold,,,,,,,,gold rush,0,0,1,https://publications.gc.ca/collections/collection_2015/aadnc-aandc/R71-9-1959-1-eng.pdf,,
West Canadian Collieries Ltd. ,,,,,,,,Alberta,49.59245398,-114.4052802,1937,1961,,,,,Coal,Coal,,,,,,,,,0,0,1,https://publications.gc.ca/collections/collection_2018/statcan/26-206/CS26-206-1956-eng.pdf,https://digitalcollections.ucalgary.ca/CS.aspx?VP3=DamView&VBID=2R3BXZ7608XLZ&PN=12&DocRID=2R3BF1FHNRUY&FR_=1&W=1280&H=520,
Canadian Industrial Minerals Ltd.,Magnet Cove Barium Corp.,,,,,,Walton ,Nova Scotia,45.23057047,-64.00633151,1941,1979,,,,,"Barite, Silver, Lead, Zinc",Barite,Silver,Lead,Zinc,,,,,,0,0,1,https://archives.novascotia.ca/meninmines/timeline/,https://www.mindat.org/loc-7275.html,
Broulan Reef Mines Ltd. ,,,,,,,,Ontario,48.51388,-81.21363,1944,1965,,,,,Gold,Gold,,,,,,,,,0,0,1,http://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42A11SE00021.html,https://www.mindat.org/loc-254728.html,
Yukon Explorations Ltd. ,,,,,,,close to forty mills,Yukon,64.23529521,-140.6717583,1946,1954,,,,,Gold,Gold,,,,,,,,about 30 workers in the first years,0,0,1,https://explorenorth.com/library/mining/sixtymile_gold_dredge.html,https://emrlibrary.gov.yk.ca/ygs/ebooks/yukon-mineral-industry-1941-59.pdf,
Hugh-Pam Porcupine Mines Ltd. ,,,,,,,,Ontario,48.51106,-81.17272,1948,1963,,,,,Gold,Gold,,,,,,,,also more production pre-1950,0,0,1,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42A11SE00020.html,,
Discovery Mines Ltd.,Transcontinental Resources Ltd.,Arctic Red Resources Corporation,,,,La Forma ,,Yukon,63.1875,-113.8958333,1950,1969,,,,,Gold,Gold,,,,,,,,It also produced in the late 1930s https://www.cambridge.org/core/journals/polar-record/article/abs/notes-on-mining-development-reindeer-husbandry-the-eiderdown-industry-in-the-canadian-arctic/FA995FBBD19E425E800252F382721327,0,0,1,https://data.geology.gov.yk.ca/Occurrence/14287#InfoTab,,
Copperfields Mining Corp. Ltd. ,Temagami Mining Co. Ltd. ,,,,,,Temagami,Ontario,46.96242,-80.03778,1952,1977,,,,,"Copper, Gold, Silver, Nickel, Cobalt, Platinum, Palladium",Cobalt,Gold,Silver,Nickel,Cobalt,Platinum,Palladium,,Alternative Name Temagami Mine  closed (abandoned),0,0,1,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI41I16NE00004.html,,
"International Nickel Co. of Canada, Ltd., The",Inco Metals Company,Inco Limited,,,,Shebandowan ,Thunder Bay ,Ontario,48.596789,-90.247925,1952,1995,,,,,"Nickel, Copper",Nickel,Copper,,,,,,,,0,0,1,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI52B09SE00003.html,,
Iron Ore Co. of Canada,,,,,,Carol Lake project or Knob Lake,Schefferville ,Newfoundland-and-Labrador,54.791688,-66.80881,1954,1983,,,,,Iron,Iron,,,,,,,,very large working force - 2300 workers/ 650 workers,0,0,1,https://www.ironore.ca/en/who-we-are/history-of-ioc,,
Anaconda American Brass Ltd.,Blue Note Mining Inc.,,,,,Heath Steele,Restigouche,New Brunswick,47.29292,-66.06779,1955,1999,2007,2008,,,"Zinc, Lead, Copper, Silver",Zinc,Lead,Copper,Silver,,,,,,0,0,1,https://www.mindat.org/loc-11777.html,https://www.mindat.org/feature-12096448.html,
Lyndhurst Mining Co. Ltd. ,,,,,,,,Quebec,48.572282,-78.959584,1955,1957,,,,,"Copper, Silver, Gold, Zinc, Lead",Copper,Silver,Gold,Zinc,Lead,,,,,0,0,1,https://depositum.uqat.ca/id/eprint/420/1/cahierhist2.pdf,,
Gaspe Copper Mines Ltd. ,,,,,,,Murdochville ,Quebec,48.97056,-65.52028,1955,1999,1984,2002,,,Copper,Copper,,,,,,,,"city founded in 1951. There was a fire at the mine in 1987 and the production stopped until 1989. However, after 1987, the mine exited the list of principal mines (see wikipedia of Murdochville). Trade unions very imporant. March: Miners’ strike lasts seven and a half months making it the longest conflict in the unionization period in Quebec.
closure voted by referendum",0,0,1,https://www.mindat.org/loc-11307.html,https://www.cbc.ca/news/canada/montreal/murdochville-65-1.4757118,https://qahn.org/article/noranda-mines-gaspe-division-historical-highlights
Consolidated Denison Mines Ltd.,Denison Mines Ltd.,Rio Algom Mines Ltd. ,,,,Denison,Elliot Lake ,Ontario,46.495597,-82.600236,1957,1992,,,,,Uranium,Uranium,,,,,,,,,0,0,1,https://www.mindat.org/loc-23378.html,https://www.wikiwand.com/en/Stanrock_Mine,https://presentlywandering.wordpress.com/2015/05/21/stanrock-mine-townsite/
Beauce Placer Mining Co. Ltd.,,,,,,,,Quebec,46.21785,-70.77873,1958,1963,,,,,Gold,Gold,,,,,,,,"(see source3, p.15)",0,0,1,https://www.hpqSilica.com/wp-content/uploads/2017/11/HPQ-NI-43-101-V8B-BEAUCE-GOLD-FIELDS-FINAL-25-09-2017.pdf,,
"Canadian Rock Salt Co. Ltd., The ",,,,,,Pugwash,Cumberland County (Pugwash),Nova Scotia,45.84167,-63.65389,1959,open,,,,,Salt,Salt,,,,,,,,,0,0,1,https://www.mindat.org/loc-234609.html,,
Northgate Patino Mines Inc.,Northgate Exploration,Patino Mining Corp,Copper Rand Chibougamau Mines Ltd. ,Campbell Resources Inc.,,Copper Rand,Chibougamau ,Quebec,49.889332,-74.275314,1959,1997,2004,2008,,,"Copper, Gold, Silver",Copper,Gold,Silver,,,,,,https://collections.banq.qc.ca/ark:/52327/bs20585,0,0,1,https://www.dorecopper.com/en/projects/copper-rand/,https://www.mindat.org/loc-10337.html,http://www.chibougamaumines.com/documents/Technical_Reports_lac_chibougamau_SEDAR_000.pdf
Akasaba Gold Mines Ltd.,,,,,,,,Quebec,48.042094,-77.581074,1960,1963,,,,,Gold,Gold,,,,,,,,,0,0,1,https://depositum.uqat.ca/id/eprint/424/1/cahierhist6.pdf,,
VenCan Gold Corporation and River Gold Mines Ltd,,,,,,Edwards,Wawa ,Ontario,48.31628,-84.3574,1960,2001,,,,,Gold,Gold,,,,,,,,The mine was also in operation from 1933 to 1939,0,0,1,https://s24.q4cdn.com/779615370/files/doc_downloads/island_reports/08/IG-Phase-III-Technical-Report-Final.pdf,,
Baroid of Canada Ltd.,,,,,,,Onoway ,Alberta,53.70356602,-114.1930729,1960,1989,,,,,Bentonite,Bentonite,,,,,,,,"In recent years there have been three sodium bentonite producers in Canada, one in Saskatchewan and two in Alberta. The Alberta operations (located in Rosalind and Onoway) traditionally produced very small quantities of bentonite for local oil-industry use. As of 1989 neither of these operations was in production, although the Rosalind operation resumed limited production in 1990. The Saskatchewan bentonite mining and processing plant, located near Avonlea, is smaller than the American operations. It has undergone a number of changes in ownership in the past twenty years, some of which, including the most recent one (1989-1991), have resulted in the complete shutdown of the operation for extended periods. Customers requiring the product have had to go to the somewhat more stable U.S.
suppliers. The Canadian bentonite also has some limitations in its use and availability, as discussed in later sections of this report",0,0,1,https://inis.iaea.org/collection/NCLCollectionStore/_Public/25/011/25011663.pdf,https://static.ags.aer.ca/files/document/ESR/ESR_1966_02.pdf,
Coast Copper Co. Ltd. ,Imasco Minerals Inc.,,,,,,Benson Lake ,British Columbia,59.58272,-133.65358,1960,1973,1985,2016,,,"Copper, Magnetite, Iron, Gold, Silver, Limestone",Copper,Magnetite,Iron,Gold,Silver,Limestone,,,The mine at its second opening produced limestone,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=092L%20%20091,https://minfile.gov.bc.ca/Summary.aspx?minfilno=092L++295,
Bestwall Gypsum Co. ,Georgia Pacific Corps.,Bestwall Gypsum Division,Macleod Resources Limited,,,River Denys,River Denys ,Nova Scotia,45.83693,-61.17805,1964,2012,,,,,Gypsum,Gypsum,,,,,,,,Info on working years here http://nsminerals.atspace.com/LakeEnon.html,0,0,1,https://archives.novascotia.ca/meninmines/archives/?ID=406,https://novascotia.ca/nse/ea/kennedymarble/kbbrmdoc1.pdf,
Raymo Processing Limited,Consolidated Rambler Mines Ltd. ,,,,,Rambler Tailings,Baie Verte ,Newfoundland-and-Labrador,49.88333,-56.08333,1964,1982,1996,1997,,,"Copper, Gold, Silver, Zinc, Cadmium",Copper,Gold,Silver,Zinc,Cadmium,Lead,,,It employed approximately 200 men. ,0,0,1,https://www.gov.nl.ca/iet/files/mines-production-rambler-phase1esa05mar31.pdf,,
Norbeau Mines (Quebec) Ltd. ,,,,,,Norbeau,Chibougamau ,Quebec,49.959221,-74.305286,1965,1969,,,,,"Gold, Silver, Copper, Arsenic",Gold,Silver,Copper,Arsenic,,,,,,0,0,1,https://www.mindat.org/loc-194143.html,https://www.globenewswire.com/en/news-release/2021/03/22/2196798/0/en/Dor%C3%A9-Copper-Consolidates-and-Options-the-High-Grade-Norbeau-Gold-Properties-in-the-Chibougamau-Mining-Camp-Quebec.html,https://www.ontrackexploration.com/OnTrackExploration/index.php?option=com_content&view=article&id=22
Chemical Lime Company,Texada Lime Ltd.,,,,,,Fort Langley,British Columbia,49.18952188,-122.6606314,1970,open,,,,,Lime,Lime,,,,,,,,"Chemical Lime Company Of Canada Formerly Known As Texada Lime Was Established In 1970. The Company Was Purchased In 1992 By The Chemical Lime Company (Lhoist North America) With Corporate Offices In Fort Worth Texas. Chemical Lime Company Is The Leading Manufacturer Of Lime Based Products In North America. The Manufacturing Plant Is Located In Langley BC. Products Produced At This Location Include Quicklime (Calcium Oxide), Hydrated Lime (Calcium Hydroxide And Limestone (Calcium Carbonate). These Products Are Used In The Mining, Pulp & Paper Industries, Agricultural, Construction And Environmental Applications.",0,0,1,https://www.ctidirectory.com/search/company.cfm?company=22620,https://cmscontent.nrs.gov.bc.ca/geoscience/publicationcatalogue/OpenFile/BCGS_OF1992-18.pdf,
Gibraltar Mines Ltd.,Westmin Resources limited and Boliden Westmin (Canada) Limited,Taseco Mines Limited and Ledcor Mining Ltd. ,Placer Development Ltd.,,,Gibraltar,McLeese Lake,British Columbia,52.529808,-122.286536,1972,1998,2004,open,,,"Copper, Molybdenum",Copper,Molybdenum,,,,,,,,0,0,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=093B%20%20012,https://www.tasekomines.com/properties/gibraltar/project-summary,
Bradina Joint Venture,Pacific Houston,Equity Metals Corporation,,,,Silver Queen,Owen Lake,British Columbia,54.083333,-126.716111,1972,open,,,,,"Silver, Lead, Zinc, Gold, Copper",Silver,Lead,Zinc,Gold,Copper,,,,,0,0,1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=093L++002,"https://equitymetalscorporation.com/projects/silver-queen-project/#:~:text=The%20Silver%20Queen%20gold%2Dsilver,km%20south%20of%20Houston%20BC.",
Calcitherm Nederland BV,Carmeuse North America Group,Beachville Ltd.,,,,Plant,Ingersoll,Ontario,43.09166447,-80.84047676,1973,open,,,,,Lime,Lime,,,,,,,,,0,0,1,http://www.companylisting.ca/Carmeuse_Lime_Canada_Limited_Beachville_Operations/default.aspx,,
Luzenac Inc.,,,,,,Penhorwood,Penhorwood Township,Ontario,48.19416,-82.09663,1973,1994,,,,,Talc,Talc,,,,,,,,,0,0,1,https://mininglifeonline.net/company-page/penhorwood-mine/477,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42B01NE00009.html,
Westroc Industries Limited,,,,,,Drumbo,Clarkson ,Ontario,43.22479,-80.61253,1978,1994,,,,,Gypsum,Gypsum,,,,,,,,unclear ownership sequence (and dates) as for other Ingersoll entry,0,0,1,https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI40P02NE00002.html,,
Yava Mines Ltd.,,,,,,Silvermines ,"Salmon River area, Cape Breton",Nova Scotia,45.8665,-60.4023,1979,1981,,,,,Lead,Lead,,,,,,,,"Discovered in 1962: Production begins, Yava mine, Salmon River area, Cape Breton, Nova Scotia.",0,0,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10133502,https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,
Armand Sicotte et Fils,Les Sables Silco Inc.,,,,,Sainte-Clotilde (Armand Sicotte) or Marcil Quarry,Howick/Saint-Clothilde,Quebec,45.138417,-73.644215,1980,open,,,,,Silica,Silica,,,,,,,,,0,0,1,https://www.mindat.org/loc-187929.html,,
Westar Mining Corporation,Kaiser Resource,Teck Cominco Limited,B.C Coal,,,"Elkview, formely Balmer",Sparwood,British Columbia,49.78611,-114.82749,1980,2015,,,,,Coal,Coal,,,,,,,,strike in 1980-1 (link1),0,0,1,https://www.upi.com/Archives/1981/07/23/Officials-at-BC-Coal-Ltds-coal-operations-in-Sparwood/2563364708800/,https://open.library.ubc.ca/media/stream/pdf/831/1.0096357/1,https://minfile.gov.bc.ca/Summary.aspx?minfilno=082GNE014
Gregg River Resources Ltd. ,,,,,,Gregg River,Hinton,Alberta,53.09308204,-117.5087097,1980,2000,,,,,Coal,Coal,,,,,,,,,0,0,1,https://www.cclmportal.ca/resource/reclamation-gregg-river-mine-canada,,
Obed Mountain Coal Co. Ltd. ,,,,,,Obed-Marsh,Hinton,Alberta,53.60719525,-117.4604471,1980,2003,,,,,Coal,Coal,,,,,,,,,0,0,1,https://www.canadianminingjournal.com/news/coal-mining-news-luscar-suspends-production-at-obed-mountain/,,
Orofino Resources Ltd.,Westfield Minerals Limited,,,,,Grandoro,Davis Twp. ,Ontario,46.65107,-80.61542,1981,1988,,,,,"Gold, Copper",Gold,Copper,,,,,,,The mine was also in production from 1899 to 1941. //// It is one of three main occurrences forming the historic Orofino Mountain gold camp.,0,0,1,https://minfile.gov.bc.ca/summary.aspx?minfilno=082ESW011,https://minfile.gov.bc.ca/Summary.aspx?minfilno=082ESW010,
