Family,Binomial,TBL cm,Weight gr,DL mm,Pupil,Dentition,Toxicity & Dangerousness,Reproduction,Common Name
Colubridae,Apographon orestes,66.4,,,roundish,rear-fanged,venomous bite – unknown dangerousness,,Bolivian Pampas Snake
Colubridae,Apostolepis adhara,,,,,,,,
Colubridae,Apostolepis albicollaris,43,4,,roundish,rear-fanged,unclear toxicity,,White collared Blackhead
Colubridae,Apostolepis ambiniger,40,,,roundish,rear-fanged,unclear toxicity,,Paraguayan Blackhead
Colubridae,Apostolepis arenaria,32,,,roundish,rear-fanged,unclear toxicity,,Sand Dunes Blackhead
Colubridae,Apostolepis assimilis,56,4,,roundish,rear-fanged,unclear toxicity,,Reinhardt's Burrowing Snake
Colubridae,Apostolepis borellii,,,,,rear-fanged,unclear toxicity,,Borrelli's burrowing snake
Colubridae,Apostolepis breviceps,32,,,roundish,rear-fanged,unclear toxicity,,Chaco Blackhead
Colubridae,Apostolepis cearensis,55,,,roundish,rear-fanged,unclear toxicity,,Gomes' Burrowing Snake
Colubridae,Apostolepis christineae,,,,,rear-fanged,unclear toxicity,,Christine's blackhead
Colubridae,Apostolepis dimidiata,73,,,roundish,rear-fanged,unclear toxicity,,Common Bilineate Blackhead
Colubridae,Apostolepis dorbignyi,50,,,roundish,rear-fanged,unclear toxicity,,Bolivian Burrowing Snake
Colubridae,Apostolepis flavotorquata,90,20,,roundish,rear-fanged,unclear toxicity,,Central Burrowing Snake
Colubridae,Apostolepis gaboi,30,,,roundish,rear-fanged,unclear toxicity,,Oueimadas Blackhead
Colubridae,Apostolepis goiasensis,41,,,roundish,rear-fanged,unclear toxicity,,Goias Burrowing Snake
Colubridae,Apostolepis intermedia,,,,roundish,rear-fanged,unclear toxicity,,Mato Grosso Burrowing Snake
Colubridae,Apostolepis kikoi,,,,,,,,
Colubridae,Apostolepis lineata,,,,,rear-fanged,unclear toxicity,,Lined burrowing snake
Colubridae,Apostolepis longicaudata,43,,,roundish,rear-fanged,unclear toxicity,,Longhead Burrowing Snake
Colubridae,Apostolepis multicincta,39,,,roundish,rear-fanged,unclear toxicity,,Many banded Blackhead
Colubridae,Apostolepis nelsonjorgei,,,,,rear-fanged,unclear toxicity,,Minacu Blackhead
Colubridae,Apostolepis niceforoi,,,,roundish,rear-fanged,unclear toxicity,,Amazon Burrowing Snake
Colubridae,Apostolepis nigrolineata,54,,,roundish,rear-fanged,unclear toxicity,,Guyana Burrowing Snake
Colubridae,Apostolepis nigroterminata,42,,,roundish,rear-fanged,unclear toxicity,,Peru Burrowing Snake
Colubridae,Apostolepis phillipsae,43,,,roundish,rear-fanged,unclear toxicity,,Velasco Blackhead
Colubridae,Apostolepis polylepis,62,,,roundish,rear-fanged,unclear toxicity,,Hawkbeak Blackhead
Colubridae,Apostolepis pymi,74,,,roundish,rear-fanged,unclear toxicity,,Brazilian Burrowing Snake
Colubridae,Apostolepis quirogai,37,,,roundish,rear-fanged,unclear toxicity,,Missiones Blackhead
Colubridae,Apostolepis sanctaeritae,,,,,,,,
Colubridae,Apostolepis serrana,,,,,rear-fanged,unclear toxicity,,Mato Grosso Burrowing Snake
Colubridae,Apostolepis striata,,,,,rear-fanged,unclear toxicity,,Rondonian Blackhead
Colubridae,Apostolepis tenuis,35,,,roundish,rear-fanged,unclear toxicity,,Ruthven's Burrowing Snake
Colubridae,Apostolepis thalesdelemai,,,,,rear-fanged,unclear toxicity,,De Lema's ground snake
Colubridae,Apostolepis underwoodi,,,,,rear-fanged,unclear toxicity,,
Colubridae,Apostolepis vittata,50,,,roundish,rear-fanged,unclear toxicity,,Beaked Blackhead
Colubridae,Aprosdoketophis andreonei,,,,roundish,rear-fanged,unclear toxicity,,Addur Woodland Snake
Colubridae,Arcanumophis problematicus,28,,,roundish,rear-fanged,unclear toxicity,,Problem Ground Snake
Colubridae,Archelaphe bella,95,,,roundish,rear-fanged,unclear toxicity,,Bella Rat Snake
Typhlopidae,Argyrophis bothriorhynchus,,,,vestigial eyes,non-fanged,non-venomous,,Günther’s blind snake
Typhlopidae,Argyrophis diardii,43,,,vestigial eyes,non-fanged,non-venomous,,Diard’s blind snake
Typhlopidae,Argyrophis fuscus,,,,vestigial eyes,non-fanged,non-venomous,,Brown Worm Snake
Typhlopidae,Argyrophis giadinhensis,,,,vestigial eyes,non-fanged,non-venomous,,Vietnam Worm Snake
Typhlopidae,Argyrophis hypsobothrius,,,,vestigial eyes,non-fanged,non-venomous,,Sumatra Worm Snake
Typhlopidae,Argyrophis klemmeri,,,,vestigial eyes,non-fanged,non-venomous,,Kuala Lumpur Worm Snake
Typhlopidae,Argyrophis koshunensis,,,,vestigial eyes,non-fanged,non-venomous,,Koshun Worm Snake
Typhlopidae,Argyrophis muelleri,45,,,vestigial eyes,non-fanged,non-venomous,,Mueller’s Blind Snake
Typhlopidae,Argyrophis oatesii,,,,vestigial eyes,non-fanged,non-venomous,,Andaman Island Worm Snake
Typhlopidae,Argyrophis roxaneae,,,,vestigial eyes,non-fanged,non-venomous,,Bangkok Blind Snake
Typhlopidae,Argyrophis siamensis,,,,vestigial eyes,non-fanged,non-venomous,,Siamese Blind Snake
Typhlopidae,Argyrophis trangensis,,,,vestigial eyes,non-fanged,non-venomous,,Trang Blind Snake
Colubridae,Arizona elegans,178,161,,roundish,rear-fanged,unclear toxicity,oviparous,Glossy Snake
Colubridae,Arizona pacata,,,,roundish,rear-fanged,unclear toxicity,,Santa Domingo glossy snake
Colubridae,Arrhyton ainictum,48,,,roundish,rear-fanged,unclear toxicity,,Cuban Island Racer
Colubridae,Arrhyton albicollum,,,,,,,,
Colubridae,Arrhyton dolichura,44,,,roundish,rear-fanged,unclear toxicity,,Habana Island Racer
Colubridae,Arrhyton procerum,21,,,roundish,rear-fanged,unclear toxicity,,Zapata Long tailed Groundsnake
Colubridae,Arrhyton redimitum,36,,,roundish,rear-fanged,unclear toxicity,,Oriente Brown capped Ground Snake
Colubridae,Arrhyton supernum,43,,,roundish,rear-fanged,unclear toxicity,,Oriente Black Groundsnake
Colubridae,Arrhyton taeniatum,59,,,roundish,rear-fanged,unclear toxicity,,Günther's Island Racer
Colubridae,Arrhyton tanyplectum,54,,,roundish,rear-fanged,unclear toxicity,,San Vincente Island Racer
Colubridae,Arrhyton vittatum,30,,,roundish,rear-fanged,unclear toxicity,,Common Island Racer
Elapidae,Aspidelaps lubricus,80,,,roundish,front-fanged,venomous bite – dangerous,oviparous,Cape coral snake
Elapidae,Aspidelaps scutatus,75,75.7,,roundish,front-fanged,venomous bite – dangerous,oviparous,Shield nose snake
Pythonidae,Aspidites melanocephalus,302,,,"indiscernible,vertical slit",non-fanged,non-venomous constrictor – dangerous,oviparous,black headed python
Pythonidae,Aspidites ramsayi,300,3900,,"indiscernible,vertical slit",non-fanged,non-venomous constrictor – dangerous,oviparous,Ramsay's python
Elapidae,Aspidomorphus lineaticollis,41,,,roundish,front-fanged,venomous bite – potentially dangerous,,Striped crown snake
Elapidae,Aspidomorphus muelleri,66,,,roundish,front-fanged,venomous bite – potentially dangerous,,Müller’s crown snake
Elapidae,Aspidomorphus schlegelii,43,,,,front-fanged,venomous bite – potentially dangerous,,Schlegel’s crown snake
Colubridae,Aspidura brachyorrhos,40,,,,rear-fanged,unclear toxicity,,Boie's Rough sided Snake
Colubridae,Aspidura ceylonensis,45,,,roundish,rear-fanged,unclear toxicity,,Ceylon Keelback
Colubridae,Aspidura copei,60,,,,rear-fanged,unclear toxicity,,Cope's Rough side
Colubridae,Aspidura deraniyagalae,30,,,,rear-fanged,non-venomous,oviparous,Sri Lanka Rough sided Snake
Colubridae,Aspidura desilvai,,,,,,,,
Colubridae,Aspidura drummondhayi,40,,,,rear-fanged,non-venomous,,Drummond Hay's Rough sided Snake
Colubridae,Aspidura guentheri,35,,,,rear-fanged,non-venomous,oviparous,Günther's Rough sided Snake
Colubridae,Aspidura ravanai,,,,roundish,rear-fanged,unclear toxicity,,
Colubridae,Aspidura trachyprocta,55,,,,rear-fanged,non-venomous,,Common Rough sided Snake
Pareidae,Asthenodipsas borneensis,,,,roundish,,,,
Pareidae,Asthenodipsas ingeri,,,,indiscernible,,,,
Pareidae,Asthenodipsas jamilinaisi,,,,indiscernible,,,,
Pareidae,Asthenodipsas laevis,65,,,roundish,rear-fanged,non-venomous,,Smooth Slug Snake
Pareidae,Asthenodipsas lasgalenensis,,,,,rear-fanged,non-venomous,,Mirkwood Forest Slug Snake
Pareidae,Asthenodipsas malaccanus,70,,,,rear-fanged,non-venomous,,Malayan Slug Snake
Pareidae,Asthenodipsas stuebingi,,,,indiscernible,,,,
Pareidae,Asthenodipsas tropidonotus,,,,,rear-fanged,non-venomous,,Sumatra Slug Snake
Pareidae,Asthenodipsas vertebralis,79,,,,rear-fanged,non-venomous,,Asian Slug Snake
Viperidae,Atheris acuminata,45,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Acuminate bush viper
Viperidae,Atheris anisolepis,65,,,vertical slit,front-fanged,venomous bite – dangerous,,Mayombe Bush Viper
Viperidae,Atheris barbouri,40,,,vertical slit,front-fanged,venomous bite – dangerous,oviparous,Uzungwe Viper
Viperidae,Atheris broadleyi,77,,,vertical slit,front-fanged,venomous bite – dangerous,,Broadley's bush viper
Viperidae,Atheris ceratophora,100,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Usambara Forest Viper
Viperidae,Atheris chlorechis,70,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Western Bush Viper
Viperidae,Atheris desaixi,70,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Mount Kenya bush viper
Viperidae,Atheris hetfieldi,,,,vertical slit,,,,Hetfield’s Bush Viper
Viperidae,Atheris hirsuta,58,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Tai hairy bush viper
Viperidae,Atheris hispida,74,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,rough scaled bush viper
Viperidae,Atheris katangensis,45,,,vertical slit,front-fanged,venomous bite – dangerous,,Shaba bush viper
Viperidae,Atheris mabuensis,38.4,,,vertical slit,front-fanged,venomous bite – dangerous,,Mount Mabu forest viper
Viperidae,Atheris matildae,64.3,,,vertical slit,front-fanged,venomous bite – dangerous,,Matilda's horned viper
Viperidae,Atheris mongoensis,,,,vertical slit,,,,Mongo Hairy Bush Viper
Viperidae,Atheris nitschei,75,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Great Lakes bush viper
Viperidae,Atheris rungweensis,73,,,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,Mount Rungwe bush viper
Viperidae,Atheris squamigera,80,44.5,2,vertical slit,front-fanged,venomous bite – dangerous,ovoviviparous,African Bush Viper
Viperidae,Atheris subocularis,49.1,,,vertical slit,front-fanged,venomous bite – dangerous,,South west Cameroon Bush Viper
Atractaspididae,Atractaspis andersonii,105,,,roundish,front-fanged,venomous bite – dangerous,,Arabian Small Scaled Burrowing Asp
Atractaspididae,Atractaspis aterrima,81,27.5,,roundish,front-fanged,venomous bite – dangerous,oviparous,Mole Viper
Atractaspididae,Atractaspis battersbyi,70,,,roundish,front-fanged,venomous bite – dangerous,,Battersby's burrowing asp
Atractaspididae,Atractaspis bibronii,70,34.3,,roundish,front-fanged,venomous bite – dangerous,oviparous,Bibron's burrowing asp
Atractaspididae,Atractaspis boulengeri,65,,,roundish,front-fanged,venomous bite – dangerous,oviparous,Central African burrowing asp
Atractaspididae,Atractaspis branchi,,,,roundish,,,,
Atractaspididae,Atractaspis congica,55,,,roundish,front-fanged,venomous bite – dangerous,oviparous,Congo burrowing asp
Atractaspididae,Atractaspis corpulenta,68,,,roundish,front-fanged,venomous bite – dangerous,oviparous,Fat Burrowing Asp
Atractaspididae,Atractaspis dahomeyensis,57,,,roundish,front-fanged,venomous bite – dangerous,oviparous,Dahomey burrowing asp
Atractaspididae,Atractaspis duerdeni,55,,,roundish,front-fanged,venomous bite – dangerous,oviparous,Beaked Burrowing Asp
Atractaspididae,Atractaspis engaddensis,100,57.5,4,roundish,front-fanged,venomous bite – dangerous,,Palestinian Mole Viper
Atractaspididae,Atractaspis engdahli,45,,,roundish,front-fanged,venomous bite – dangerous,oviparous,Engdahl's Burrowing Asp
Atractaspididae,Atractaspis fallax,93,,,roundish,front-fanged,venomous bite – dangerous,,Peters’ Burrowing Asp
Atractaspididae,Atractaspis irregularis,66,21.2,,roundish,front-fanged,venomous bite – dangerous,oviparous,variable burrowing asp
Atractaspididae,Atractaspis leucomelas,57.5,,,roundish,front-fanged,venomous bite – dangerous,,Ogaden burrowing asp
Atractaspididae,Atractaspis magrettii,,,,roundish,front-fanged,venomous bite – dangerous,,Magretti’s Burrowing Asp
Atractaspididae,Atractaspis microlepidota,110,93.5,,roundish,front-fanged,venomous bite – dangerous,oviparous,Small scaled burrowing asp
Atractaspididae,Atractaspis micropholis,91,,,roundish,front-fanged,venomous bite – dangerous,,Sahelian Burrowing Asp
Atractaspididae,Atractaspis phillipsi,,,,roundish,front-fanged,venomous bite – dangerous,,Phillips’ Burrowing Asp
Atractaspididae,Atractaspis reticulata,114,,,roundish,front-fanged,venomous bite – dangerous,oviparous,reticulate burrowing asp
Atractaspididae,Atractaspis scorteccii,85,,,roundish,front-fanged,venomous bite – dangerous,oviparous,Somali burrowing asp
Atractaspididae,Atractaspis watsoni,70,,,roundish,front-fanged,venomous bite – dangerous,,Watson’s Burrowing Asp
Colubridae,Atractus aboiporu,,,,,,,,
Colubridae,Atractus acheronius,,,,roundish,rear-fanged,unclear toxicity,,Rio Negro Spindle Snake
Colubridae,Atractus akerios,,,,,,,,
Colubridae,Atractus albuquerquei,78,,,roundish,rear-fanged,unclear toxicity,,Albuquerque Ground Snake
Colubridae,Atractus alphonsehogei,31,,,roundish,rear-fanged,unclear toxicity,,Alphonse's Ground Snake
Colubridae,Atractus altagratiae,,,,,rear-fanged,unclear toxicity,,Cururú River Spindle Snake
Colubridae,Atractus alytogrammus,,,,,rear-fanged,unclear toxicity,,Pale striped spindle snake
Colubridae,Atractus andinus,29,,,roundish,rear-fanged,unclear toxicity,,Andean Ground Snake
Colubridae,Atractus apophis,,,,,rear-fanged,unclear toxicity,,Huila Spindle Snake
Colubridae,Atractus arangoi,,,,,,,,
Colubridae,Atractus atlas,,,,,,,,
Colubridae,Atractus atratus,,,,,rear-fanged,unclear toxicity,,Dark bellied Spindle Snake
Colubridae,Atractus attenuatus,42,,,,rear-fanged,unclear toxicity,,Slender spindle snake
Colubridae,Atractus avernus,,,,,rear-fanged,unclear toxicity,,Caquetá Spindle Snake
Colubridae,Atractus ayeush,,,,,rear-fanged,unclear toxicity,,Lara Falcón Spindle Snake
Colubridae,Atractus badius,64,8.3,,roundish,rear-fanged,unclear toxicity,,French Guyana Ground Snake
Colubridae,Atractus biseriatus,24,,,roundish,rear-fanged,unclear toxicity,,Two lined Ground Snake
Colubridae,Atractus bocki,42,,,roundish,rear-fanged,unclear toxicity,,Bock's Ground Snake
Colubridae,Atractus bocourti,40,,,roundish,rear-fanged,unclear toxicity,,Bocourt's Ground Snake
Colubridae,Atractus boimirim,,,,,rear-fanged,unclear toxicity,,Boimirim snake
Colubridae,Atractus boulengerii,35,,,roundish,rear-fanged,unclear toxicity,,Colombian Spindle Snake
Colubridae,Atractus caete,,,,,rear-fanged,unclear toxicity,,Alagoas ground snake
Colubridae,Atractus careolepis,,,,,rear-fanged,unclear toxicity,,Magdalena ground snake
Colubridae,Atractus carrioni,35,,,roundish,rear-fanged,unclear toxicity,,Parker's Ground Snake
Colubridae,Atractus caxiuana,29,,,roundish,rear-fanged,unclear toxicity,,Para Spindle Snake
Colubridae,Atractus cerberus,,,,,rear-fanged,unclear toxicity,,Cerberus ground snake
Colubridae,Atractus charitoae,20,,,roundish,rear-fanged,unclear toxicity,,Vaupés Spindle Snake
Colubridae,Atractus chthonius,,,,,rear-fanged,unclear toxicity,,Finca Meremburg Spindle Snake
Colubridae,Atractus clarki,31,,,roundish,rear-fanged,unclear toxicity,,Clark's Ground Snake
Colubridae,Atractus collaris,30,,,roundish,rear-fanged,unclear toxicity,,Collared Ground Snake
Colubridae,Atractus crassicaudatus,61,,,roundish,rear-fanged,unclear toxicity,,Thickhead Ground Snake
Colubridae,Atractus dapsilis,,,,,,,,
Colubridae,Atractus darienensis,35,,,roundish,rear-fanged,unclear toxicity,,Darien Spindle Snake
Colubridae,Atractus depressiocellus,75,,,roundish,rear-fanged,unclear toxicity,,Small eyed Spindle Snake
Colubridae,Atractus discovery,,,,,,,,
Colubridae,Atractus duboisi,,,,,rear-fanged,unclear toxicity,,Napo Spindle Snake
Colubridae,Atractus duidensis,47,,,roundish,rear-fanged,unclear toxicity,,Venezuela Ground Snake
Colubridae,Atractus dunni,36,,,roundish,rear-fanged,unclear toxicity,,Dunn's Ground Snake
Colubridae,Atractus echidna,,,,,rear-fanged,unclear toxicity,,Nariño Spindle Snake
Colubridae,Atractus ecuadorensis,20,,,roundish,rear-fanged,unclear toxicity,,Ecuadorean Ground Snake
Colubridae,Atractus edioi,39,,,roundish,rear-fanged,unclear toxicity,,Minacu Spindle Snake
Colubridae,Atractus elaps,63,,,roundish,rear-fanged,unclear toxicity,,Black Ground Snake
Colubridae,Atractus emigdioi,42,,,roundish,rear-fanged,unclear toxicity,,Emigdio’s Ground Snake
Colubridae,Atractus emmeli,38,,,roundish,rear-fanged,unclear toxicity,,Emmel's Ground Snake
Colubridae,Atractus eriki,,,,,rear-fanged,unclear toxicity,,Escuque Spindle Snake
Colubridae,Atractus erythromelas,58,,,roundish,rear-fanged,unclear toxicity,,Red black Ground Snake
Colubridae,Atractus esepe,,,,,rear-fanged,unclear toxicity,,Indistinct Ground Snake
Colubridae,Atractus favae,54,,,roundish,rear-fanged,unclear toxicity,,Filippi's Ground Snake
Colubridae,Atractus flammigerus,60,,,roundish,rear-fanged,unclear toxicity,,Flaming Ground Snake
Colubridae,Atractus franciscopaivai,40.6,,,,rear-fanged,unclear toxicity,,La Pedrera Spindle Snake
Colubridae,Atractus francoi,,,,,rear-fanged,unclear toxicity,,Franco's ground snake
Colubridae,Atractus fuliginosus,37,,,roundish,rear-fanged,unclear toxicity,,Hallowell's Ground Snake
Colubridae,Atractus gaigeae,31,,,roundish,rear-fanged,unclear toxicity,,Gaige's Ground Snake
Colubridae,Atractus gigas,104,,,,rear-fanged,unclear toxicity,,Giant Spindle Snake
Colubridae,Atractus guentheri,33,,,roundish,rear-fanged,unclear toxicity,,Günther's Ground Snake
Colubridae,Atractus heliobelluomini,16,,,roundish,rear-fanged,unclear toxicity,,La Chorrera Spindle Snake
Colubridae,Atractus heyeri,,,,,rear-fanged,unclear toxicity,,Heyer's ground snake
Colubridae,Atractus hoogmoedi,,,,roundish,rear-fanged,unclear toxicity,,Santa Luzia Spindle Snake
Colubridae,Atractus hostilitractus,38,,,roundish,rear-fanged,unclear toxicity,,Mortí River Spindle Snake
Colubridae,Atractus imperfectus,30,,,roundish,rear-fanged,unclear toxicity,,Piedras Pacora Spindle Snake
Colubridae,Atractus indistinctus,45,,,roundish,rear-fanged,unclear toxicity,,Indistinct Ground Snake
Colubridae,Atractus insipidus,48,,,roundish,rear-fanged,unclear toxicity,,Uraricapará River Spindle Snake
Colubridae,Atractus iridescens,35,,,roundish,rear-fanged,unclear toxicity,,Iridescent Ground Snake
Colubridae,Atractus lancinii,48,,,roundish,rear-fanged,unclear toxicity,,Lancini's Ground Snake
Colubridae,Atractus lasallei,40,,,roundish,rear-fanged,unclear toxicity,,Lasalle's Ground Snake
Colubridae,Atractus latifrons,70,,,roundish,rear-fanged,unclear toxicity,,Broadhead Ground Snake
Colubridae,Atractus lehmanni,30,,,roundish,rear-fanged,unclear toxicity,,Lehmann's Ground Snake
