id	product_id	product	tags	triplicate_1_sample_id	triplicate_2_sample_id	lot_no	manufacturing_date	expiration_date	collected_on	collected_at	collection_notes	blinded_name	blinded_photo	shipped_on	shipped_in	shipment_type	arrived_at_lab_on	analysis_method_phthalates	analysis_method_bisphenols	DEHP_equivalents_ng_g	DEHP_ng_g	DBP_ng_g	BBP_ng_g	DINP_ng_g	DIDP_ng_g	DEP_ng_g	DMP_ng_g	DIBP_ng_g	DNHP_ng_g	DCHP_ng_g	DNOP_ng_g	BPA_ng_g	BPS_ng_g	BPF_ng_g	DEHT_ng_g	DEHA_ng_g	DINCH_ng_g	DIDA_ng_g	DEHP_equivalents_percentile_ng_g	DEHP_percentile_ng_g	DBP_percentile_ng_g	BBP_percentile_ng_g	DINP_percentile_ng_g	DIDP_percentile_ng_g	DEP_percentile_ng_g	DMP_percentile_ng_g	DIBP_percentile_ng_g	DNHP_percentile_ng_g	DCHP_percentile_ng_g	DNOP_percentile_ng_g	BPA_percentile_ng_g	BPS_percentile_ng_g	BPF_percentile_ng_g	DEHT_percentile_ng_g	DEHA_percentile_ng_g	DINCH_percentile_ng_g	DIDA_percentile_ng_g	serving_size_g	DEHP_equivalents_ng_serving	DEHP_ng_serving	DBP_ng_serving	BBP_ng_serving	DINP_ng_serving	DIDP_ng_serving	DEP_ng_serving	DMP_ng_serving	DIBP_ng_serving	DNHP_ng_serving	DCHP_ng_serving	DNOP_ng_serving	BPA_ng_serving	BPS_ng_serving	BPF_ng_serving	DEHT_ng_serving	DEHA_ng_serving	DINCH_ng_serving	DIDA_ng_serving	DEHP_equivalents_percentile_ng_serving	DEHP_percentile_ng_serving	DBP_percentile_ng_serving	BBP_percentile_ng_serving	DINP_percentile_ng_serving	DIDP_percentile_ng_serving	DEP_percentile_ng_serving	DMP_percentile_ng_serving	DIBP_percentile_ng_serving	DNHP_percentile_ng_serving	DCHP_percentile_ng_serving	DNOP_percentile_ng_serving	BPA_percentile_ng_serving	BPS_percentile_ng_serving	BPF_percentile_ng_serving	DEHT_percentile_ng_serving	DEHA_percentile_ng_serving	DINCH_percentile_ng_serving	DIDA_percentile_ng_serving	DEHP_equivalents_percent_tdi_14_kg_epa	DEHP_percent_tdi_14_kg_epa	DBP_percent_tdi_14_kg_epa	BBP_percent_tdi_14_kg_epa	DINP_percent_tdi_14_kg_epa	DIDP_percent_tdi_14_kg_epa	DEP_percent_tdi_14_kg_epa	DMP_percent_tdi_14_kg_epa	DIBP_percent_tdi_14_kg_epa	DNHP_percent_tdi_14_kg_epa	DCHP_percent_tdi_14_kg_epa	DNOP_percent_tdi_14_kg_epa	BPA_percent_tdi_14_kg_epa	BPS_percent_tdi_14_kg_epa	BPF_percent_tdi_14_kg_epa	DEHT_percent_tdi_14_kg_epa	DEHA_percent_tdi_14_kg_epa	DINCH_percent_tdi_14_kg_epa	DIDA_percent_tdi_14_kg_epa	DEHP_equivalents_percent_tdi_70_kg_epa	DEHP_percent_tdi_70_kg_epa	DBP_percent_tdi_70_kg_epa	BBP_percent_tdi_70_kg_epa	DINP_percent_tdi_70_kg_epa	DIDP_percent_tdi_70_kg_epa	DEP_percent_tdi_70_kg_epa	DMP_percent_tdi_70_kg_epa	DIBP_percent_tdi_70_kg_epa	DNHP_percent_tdi_70_kg_epa	DCHP_percent_tdi_70_kg_epa	DNOP_percent_tdi_70_kg_epa	BPA_percent_tdi_70_kg_epa	BPS_percent_tdi_70_kg_epa	BPF_percent_tdi_70_kg_epa	DEHT_percent_tdi_70_kg_epa	DEHA_percent_tdi_70_kg_epa	DINCH_percent_tdi_70_kg_epa	DIDA_percent_tdi_70_kg_epa	DEHP_equivalents_percent_tdi_14_kg_efsa	DEHP_percent_tdi_14_kg_efsa	DBP_percent_tdi_14_kg_efsa	BBP_percent_tdi_14_kg_efsa	DINP_percent_tdi_14_kg_efsa	DIDP_percent_tdi_14_kg_efsa	DEP_percent_tdi_14_kg_efsa	DMP_percent_tdi_14_kg_efsa	DIBP_percent_tdi_14_kg_efsa	DNHP_percent_tdi_14_kg_efsa	DCHP_percent_tdi_14_kg_efsa	DNOP_percent_tdi_14_kg_efsa	BPA_percent_tdi_14_kg_efsa	BPS_percent_tdi_14_kg_efsa	BPF_percent_tdi_14_kg_efsa	DEHT_percent_tdi_14_kg_efsa	DEHA_percent_tdi_14_kg_efsa	DINCH_percent_tdi_14_kg_efsa	DIDA_percent_tdi_14_kg_efsa	DEHP_equivalents_percent_tdi_70_kg_efsa	DEHP_percent_tdi_70_kg_efsa	DBP_percent_tdi_70_kg_efsa	BBP_percent_tdi_70_kg_efsa	DINP_percent_tdi_70_kg_efsa	DIDP_percent_tdi_70_kg_efsa	DEP_percent_tdi_70_kg_efsa	DMP_percent_tdi_70_kg_efsa	DIBP_percent_tdi_70_kg_efsa	DNHP_percent_tdi_70_kg_efsa	DCHP_percent_tdi_70_kg_efsa	DNOP_percent_tdi_70_kg_efsa	BPA_percent_tdi_70_kg_efsa	BPS_percent_tdi_70_kg_efsa	BPF_percent_tdi_70_kg_efsa	DEHT_percent_tdi_70_kg_efsa	DEHA_percent_tdi_70_kg_efsa	DINCH_percent_tdi_70_kg_efsa	DIDA_percent_tdi_70_kg_efsa
8070206	259	Thorne Prenatal DHA Dietary Supplement	supplements,baby,health,pills,vitamins			413035		2026-05-01	2024-08-08	Thorne.com, ordered from Palo Alto, CA 94301		Tablets		2024-08-14	Original packaging	UPS Overnight	2024-08-15	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	1464	629	167	<100	<2	<200	<20	<10	<20	<20	<200	<2	<5	<5	<5	63136	<200	<2	<200	93	96	92	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	100	<LOQ	<LOQ	<LOQ	2	2928	1258	334	<200	<4	<400	<40	<20	<40	<40	<400	<4	<10	<10	<10	126272	<400	<4	<400	34	24	14	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	88	<LOQ	<LOQ	<LOQ	NO RfD	0.4	0.02	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.09	0.005	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.4	0.2	0.2	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.9	<LOQ	<LOQ	NO TDI	0.08	0.04	0.05	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.2	<LOQ	<LOQ	NO TDI
8070207	260	One A Day Womens Prenatal 1 Multivitamin with DHA & Folic Acid	supplements,baby,health,pills,vitamins			NAADEPA 87044408		2026-01-01	2024-08-07	Amazon.com, order placed from Palo Alto, CA 94301		Tablets	08070207.jpg	2024-08-07	Original packaging	UPS Overnight	2024-08-08	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	8765	8765	<200	<100	<20	<2000	<200	<100	<200	<20	3276	<20	<1	<1	<1	6466	<200	<20	<2000	98	99	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	91	<LOQ	<LOQ	<LOQ	<LOQ	94	<LOQ	<LOQ	<LOQ	1	8765	8765	<200	<100	<20	<2000	<200	<100	<200	<20	3276	<20	<1	<1	<1	6466	<200	<20	<2000	57	84	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	64	<LOQ	<LOQ	<LOQ	<LOQ	34	<LOQ	<LOQ	<LOQ	NO RfD	3.1	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.6	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	1.3	1.3	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.05	<LOQ	<LOQ	NO TDI	0.3	0.3	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.009	<LOQ	<LOQ	NO TDI
8070301	260	One A Day Womens Prenatal 1 Multivitamin with DHA & Folic Acid	supplements,baby,health,pills,vitamins			NAADACB 87044408		2025-11-01	2024-08-06	CVS, 352 University Ave, Palo Alto, CA 94301		Tablets	08070301.jpg	2024-08-07	Original packaging	UPS Overnight	2024-08-08	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	8267	8267	<200	<100	<20	<2000	<200	<100	<200	<20	2313	<20	<1	<1	<1	29337	<200	<20	<2000	97	99	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	73	<LOQ	<LOQ	<LOQ	<LOQ	99	<LOQ	<LOQ	<LOQ	1	8267	8267	<200	<100	<20	<2000	<200	<100	<200	<20	2313	<20	<1	<1	<1	29337	<200	<20	<2000	56	82	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	45	<LOQ	<LOQ	<LOQ	<LOQ	74	<LOQ	<LOQ	<LOQ	NO RfD	3.0	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.6	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	1.2	1.2	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.2	<LOQ	<LOQ	NO TDI	0.2	0.2	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.04	<LOQ	<LOQ	NO TDI
8070302	260	One A Day Womens Prenatal 1 Multivitamin with DHA & Folic Acid	supplements,baby,health,pills,vitamins			NAADACB 87044408		2025-11-01	2024-08-07	Walmart		Tablets	08070302.jpg	2024-08-07	Original packaging	UPS Overnight	2024-08-08	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	6820	6820	<200	<100	<20	<2000	<200	<100	<200	<20	2689	<20	<1	<1	<1	4482	<200	<20	<2000	97	98	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	82	<LOQ	<LOQ	<LOQ	<LOQ	93	<LOQ	<LOQ	<LOQ	1	6820	6820	<200	<100	<20	<2000	<200	<100	<200	<20	2689	<20	<1	<1	<1	4482	<200	<20	<2000	52	78	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	55	<LOQ	<LOQ	<LOQ	<LOQ	26	<LOQ	<LOQ	<LOQ	NO RfD	2.4	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.5	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	1.0	1.0	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.03	<LOQ	<LOQ	NO TDI	0.2	0.2	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.006	<LOQ	<LOQ	NO TDI
8070901	412	Kate Farms, Moog Pediatric Standard Formula via Infinity Enteral Feeding Pump	baby_food,baby,formula							Received package from a parent		Pediatric liquid	08070901.jpg	2024-08-07	Cleaned glass vials provided by lab	UPS Overnight	2024-08-08	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	14	14	<10	<5	<1	<100	<10	<5	36	<1	<10	<1	<1	<1	<1	90	157	<1	<100	10	18	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	72	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	51	91	<LOQ	<LOQ	177	2478	2478	<1770	<885	<177	<17700	<1770	<885	6372	<177	<1770	<177	<177	<177	<177	15930	27789	<177	<17700	30	44	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	98	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	62	91	<LOQ	<LOQ	NO RfD	0.9	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.3	NO RfD	NO RfD	NO RfD	0.2	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.07	NO RfD	NO RfD	0.4	0.4	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.1	0.7	<LOQ	NO TDI	0.07	0.07	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	0.02	0.1	<LOQ	NO TDI
8144001	312	Sour Patch Kids Original Soft & Chewy	candy,groceries			XBV176241352 22:24 		2025-05-23	2024-08-14	7-Eleven, 401 Waverley St, Palo Alto, CA 94301		Sweets	08144001.jpg	2024-08-14	Original packaging	UPS Overnight	2024-08-15	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	<50	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	30	<LOQ	<300	<300	<150	<30	<3000	<300	<150	<300	<30	<300	<30	<30	<30	<30	<1500	<300	<30	<3000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
8144002	312	Sour Patch Kids Original Soft & Chewy	candy,groceries			XSN15924831 03:42		2025-06-02	2024-08-14	Safeway, 525 El Camino Real, Menlo Park, CA 94025		Sweets	08144002.jpg	2024-08-14	Original packaging	UPS Overnight	2024-08-15	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	<50	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	30	<LOQ	<300	<300	<150	<30	<3000	<300	<150	<300	<30	<300	<30	<30	<30	<30	<1500	<300	<30	<3000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
8144003	312	Sour Patch Kids Original Soft & Chewy	candy,groceries			XSN09624842 15:24		2025-03-31	2024-08-14	Walgreens 		Sweets		2024-08-14	Original packaging	UPS Overnight	2024-08-15	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	<50	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	30	<LOQ	<300	<300	<150	<30	<3000	<300	<150	<300	<30	<300	<30	<30	<30	<30	<1500	<300	<30	<3000	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
8144401	304	Seventh Generation Free & Clean Fragrance-Free Handwash	personal_care,soap	8154401	8154402	11070AM15 22:51				Amazon.com, ordered from Palo Alto, CA 94301		Handwash		2024-08-14	Original packaging	UPS Overnight	2024-08-15	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	22	22	<20	<10	<2	<200	<20	63	<20	<2	<20	<2	NO RESULT	<50	<50	<100	<20	<2	<200	24	44	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	89	<LOQ	<LOQ	<LOQ	<LOQ	NO RESULT	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	2	44	44	<40	<20	<4	<400	<40	126	<40	<4	<40	<4	NO RESULT	<100	<100	<200	<40	<4	<400	1	2	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	22	<LOQ	<LOQ	<LOQ	<LOQ	NO RESULT	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	0.02	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.003	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.006	0.006	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	0.001	0.001	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
8154401	304	Seventh Generation Free & Clean Fragrance-Free Handwash	personal_care,soap	8144401	8154402	11070AM15 22:51				Amazon.com, ordered from Palo Alto, CA 94301		Handwash		2024-08-15	Original packaging	UPS Overnight	2024-08-16	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	24	24	<20	<10	<2	<200	<20	70	<20	<2	<20	<2	NO RESULT	<50	<50	<100	<20	<2	<200	27	50	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	91	<LOQ	<LOQ	<LOQ	<LOQ	NO RESULT	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	2	48	48	<40	<20	<4	<400	<40	140	<40	<4	<40	<4	NO RESULT	<100	<100	<200	<40	<4	<400	1	3	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	25	<LOQ	<LOQ	<LOQ	<LOQ	NO RESULT	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	0.02	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.003	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.007	0.007	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	0.001	0.001	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
8154402	304	Seventh Generation Free & Clean Fragrance-Free Handwash	personal_care,soap	8144401	8154401	11070AM15 22:51				Amazon.com, ordered from Palo Alto, CA 94301		Handwash		2024-08-15	Original packaging	UPS Overnight	2024-08-16	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	28	28	<20	<10	<2	<200	<20	60	<20	<2	<20	<2	NO RESULT	<50	<50	<100	<20	<2	<200	30	57	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	86	<LOQ	<LOQ	<LOQ	<LOQ	NO RESULT	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	2	56	56	<40	<20	<4	<400	<40	120	<40	<4	<40	<4	NO RESULT	<100	<100	<200	<40	<4	<400	1	3	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	20	<LOQ	<LOQ	<LOQ	<LOQ	NO RESULT	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	0.02	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	0.004	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	0.008	0.008	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	0.002	0.002	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
8154501	753	Paper Receipt in Water - Panda Express	receipts,water							Panda Express	Glass washed with unscented soap, recipts put in tap water at PlasticList office for 30 mins	Water with ink 		2024-08-15	Cleaned glass vials provided by lab	UPS Overnight	2024-08-16	QuEChERS, Phthalates and Substitutes	QuEChERS, Bisphenols	<LOQ	<10	<10	<5	<1	<100	<10	<5	<10	<1	<10	<1	<1	<1	<1	<50	<10	<1	<100	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	175	<LOQ	<1750	<1750	<875	<175	<17500	<1750	<875	<1750	<175	<1750	<175	<175	<175	<175	<8750	<1750	<175	<17500	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	NO RfD	<LOQ	NO RfD	NO RfD	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	<LOQ	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	NO TDI	<LOQ	NO TDI	NO TDI	<LOQ	<LOQ	<LOQ	NO TDI
